N° Euro Palets;N° Normal Palets;Products;Reference;Customer;Destination;Comment;Gross weight (kg);Price (EUR);Price BCN (EUR);Unit;Reloading/plt;Transport BCN/plt;Albarán N°;Car n.;Loading date;Loading place;Order number;Transport company;Plate number;Transport price;Arrival date;Invoice N°;Invoice amount;Payment date;Open invoices;Paid invoices
;1;PLUM;KOPFSALAT;GHU;;;;;;;;;;;2020.07.30;LERIDA;GHU 366;KÓNYA;RVT-985 / WDA 626;€ 2 400;2020.08.02;;;;;
;2;PEAR LIMONERA;KOPFSALAT;GHU;;;;;;;;;;;2020.07.31;BARCELONA;GHU 367;BVT;PSG 240 / WAN 721;€ 180;2020.08.02;;;;;
7;;SPAR HU;CASAS ROYES;CASAS ROYES;SPAR HU;WEDNESDAY NIGHT;;;;;;;;;2020.08.01;LERIDA;GHU 368;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.05;;;;;
2;;SPAR HU;AGESCO;AGESCO;SPAR HU;WEDNESDAY NIGHT;;;;;;;;;2020.08.01;LERIDA;GHU 368;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.05;;;;;
;2;TOM. CHERRY;HORTICHUELAS;SZENTESI;;MONDAY UP BARCELONA;;;;;€ 8,50;;;;2020.08.01;LERIDA;GHU 368;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.05;;;;;
;1;LEMON;KOPFSALAT;GHU;;;;;;;;;;;2020.08.01;LERIDA;GHU 368;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.05;;;;;
;2;PARAGUAYO LOOSE;KOPFSALAT;GHU;;;;;;;;;;;2020.08.01;LERIDA;GHU 368;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.05;;;;;
;2;APRICOT LOOSE;KOPFSALAT;GHU;;;;;;;;;;;2020.08.01;LERIDA;GHU 368;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.05;;;;;
;1;LEMON;KOPFSALAT;GHU;;;;;;;;;;;2020.08.01;LERIDA;GHU 368;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.05;;;;;
;0,1;CAPSICUM PADRON ;KOPFSALAT;GHU;;;;;;;;;;;2020.08.01;LERIDA;GHU 368;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.05;;;;;
1;;LEMON 10X400GR;AXARFRUIT;GHU;SPAR HU;MONDAY UP BARCELONA;;;€ 0,68;PZS;€ 8,50; € -   ;5376;3;2020.08.01;LERIDA;GHU 368;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.05;;;;;
;1;RASPBERRY 12X125GR;FRESSAN;GHU;ALDI;MONDAY UP BARCELONA;;;€ 7,50;KG;€ 8,50; € -   ;;2;2020.08.01;LERIDA;GHU 368;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.05;;;;;
1;;PLATERINA STD;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA;;€ 0,90;;KG;€ 0,00; € -   ;168/AL20;1;2020.08.01;LERIDA;GHU 368;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.05;;;;;
4;;PEAR LIMONERA;FRUBALMED;GHU;PARTNERLOG;SATURDAY UP LERIDA;;€ 0,90;;KG;€ 0,00; € -   ;168,169/AL20;1;2020.08.01;LERIDA;GHU 368;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.05;;;;;
;2;PEACH RED 10KG;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA;;€ 0,50;;KG;€ 0,00; € -   ;169/AL20;1;2020.08.01;LERIDA;GHU 368;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.05;;;;;
;2;NECTARINA FUSION 1 LAYER;FRUBALMED;GHU;;SATURDAY UP LERIDA;;;;;€ 0,00; € -   ;170/AL20;1;2020.08.01;LERIDA;GHU 368;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.05;;;;;
;1;PEACH FUSION 1 LAYER;FRUBALMED;GHU;;SATURDAY UP LERIDA;;;;;€ 0,00; € -   ;170/AL20;1;2020.08.01;LERIDA;GHU 368;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.05;;;;;
8;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;WEDNESDAY MORNING;;;;;;;;;2020.08.01;LERIDA;H201;SERGIO;CJ 21 HRM / R2533 BCZ;€ 2 300;2020.08.05;;;;;
4;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;WEDNESDAY MORNING;;;;;;;;;2020.08.01;LERIDA;H201;SERGIO;CJ 21 HRM / R2533 BCZ;€ 2 300;2020.08.05;;;;;
2;;SPAR CRO;GRUPO NATURAL;GRUPO NATURAL;SPAR CRO;WEDNESDAY MORNING;;;;;;;;;2020.08.01;LERIDA;H201;SERGIO;CJ 21 HRM / R2533 BCZ;€ 2 300;2020.08.05;;;;;
18;;SPAR HU;AGESCO;AGESCO;SPAR HU;WEDNESDAY NIGHT;;;;;;;;;2020.08.01;LERIDA;H201;SERGIO;CJ 21 HRM / R2533 BCZ;€ 2 300;2020.08.05;;;;;
1;;LEMON 10X400GR;AXARFRUIT;GHU;SPAR HU;MONDAY UP BARCELONA;;;€ 0,68;PZS;;;5376;;2020.08.01;LERIDA;H201;SERGIO;CJ 21 HRM / R2533 BCZ;€ 2 300;2020.08.05;;;;;
;10;SPAR SLO;CASAS ROYES;CASAS ROYES;SPAR SLO;WEDNESDAY MORNING;;;;;;;;;2020.08.03;LERIDA;LOG138;KÓNYA;RGV 950 / WDA 630;€ 2 400;2020.08.05;;;;;
20;;SPAR HU;CASAS ROYES;CASAS ROYES;SPAR HU;WEDNESDAY NIGHT;;;;;;;;;2020.08.03;LERIDA;LOG138;KÓNYA;RGV 950 / WDA 630;€ 2 400;2020.08.05;;;;;
7;;SPAR HU;CASAS ROYES;CASAS ROYES;SPAR HU;WEDNESDAY NIGHT;;;;;;;;;2020.08.01;LERIDA;GHU 368;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.05;;;;;
2;;SPAR HU;AGESCO;AGESCO;SPAR HU;WEDNESDAY NIGHT;;;;;;;;;2020.08.01;LERIDA;GHU 368;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.05;;;;;
;2;TOM. CHERRY;HORTICHUELAS;SZENTESI;SZENTESI;MONDAY UP BARCELONA;;;;;€ 8,50;;;;2020.08.01;LERIDA;GHU 368;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.05;;;;;
;1;LEMON;KOPFSALAT;GHU;;;;;;;;;;;2020.08.01;LERIDA;GHU 368;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.05;;;;;
;2;PARAGUAYO LOOSE;KOPFSALAT;GHU;;;;;;;;;;;2020.08.01;LERIDA;GHU 368;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.05;;;;;
;2;APRICOT LOOSE;KOPFSALAT;GHU;;;;;;;;;;;2020.08.01;LERIDA;GHU 368;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.05;;;;;
;1;LEMON;KOPFSALAT;GHU;;;;;;;;;;;2020.08.01;LERIDA;GHU 368;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.05;;;;;
;0,1;CAPSICUM PADRON ;KOPFSALAT;GHU;;;;;;;;;;;2020.08.01;LERIDA;GHU 368;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.05;;;;;
1;;LEMON 10X400GR;AXARFRUIT;GHU;SPAR HU;MONDAY UP BARCELONA;;;€ 0,68;PZS;€ 8,50; € -   ;5376;2;2020.08.01;LERIDA;GHU 368;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.05;;;;;
;1;RASPBERRY 12X125GR;FRESSAN;GHU;ALDI;MONDAY UP BARCELONA;;;€ 7,50;KG;€ 8,50; € -   ;;3;2020.08.01;LERIDA;GHU 368;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.05;;;;;
1;;PLATERINA STD;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA;;€ 0,90;;KG;€ 0,00; € -   ;168/AL20;1;2020.08.01;LERIDA;GHU 368;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.05;;;;;
4;;PEAR LIMONERA;FRUBALMED;GHU;PARTNERLOG;SATURDAY UP LERIDA;;€ 0,90;;KG;€ 0,00; € -   ;168,169/AL20;1;2020.08.01;LERIDA;GHU 368;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.05;;;;;
;2;PEACH RED 10KG;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA;;€ 0,50;;KG;€ 0,00; € -   ;169/AL20;1;2020.08.01;LERIDA;GHU 368;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.05;;;;;
;2;NECTARINA FUSION 1 LAYER;FRUBALMED;GHU;;SATURDAY UP LERIDA;;;;;€ 0,00; € -   ;170/AL20;1;2020.08.01;LERIDA;GHU 368;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.05;;;;;
;1;PEACH FUSION 1 LAYER;FRUBALMED;GHU;;SATURDAY UP LERIDA;;;;;€ 0,00; € -   ;170/AL20;1;2020.08.01;LERIDA;GHU 368;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.05;;;;;
8;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;WEDNESDAY MORNING;;;;;;;;;2020.08.01;LERIDA;H201;SERGIO;CJ 21 HRM / R2533 BCZ;€ 2 300;2020.08.05;;;;;
4;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;WEDNESDAY MORNING;;;;;;;;;2020.08.01;LERIDA;H201;SERGIO;CJ 21 HRM / R2533 BCZ;€ 2 300;2020.08.05;;;;;
2;;SPAR CRO;GRUPO NATURAL;GRUPO NATURAL;SPAR CRO;WEDNESDAY MORNING;;;;;;;;;2020.08.01;LERIDA;H201;SERGIO;CJ 21 HRM / R2533 BCZ;€ 2 300;2020.08.05;;;;;
18;;SPAR HU;AGESCO;AGESCO;SPAR HU;WEDNESDAY NIGHT;;;;;;;;;2020.08.01;LERIDA;H201;SERGIO;CJ 21 HRM / R2533 BCZ;€ 2 300;2020.08.05;;;;;
1;;LEMON 10X400GR;AXARFRUIT;GHU;SPAR HU;MONDAY UP BARCELONA;;;€ 0,68;PZS;;;5376;;2020.08.01;LERIDA;H201;SERGIO;CJ 21 HRM / R2533 BCZ;€ 2 300;2020.08.05;;;;;
;10;SPAR SLO;CASAS ROYES;CASAS ROYES;SPAR SLO;WEDNESDAY MORNING;;;;;;;;;2020.08.03;LERIDA;LOG138;KÓNYA;RGV 950 / WDA 630;€ 2 400;2020.08.05;;;;;
20;;SPAR HU;CASAS ROYES;CASAS ROYES;SPAR HU;WEDNESDAY NIGHT;;;;;;;;;2020.08.03;LERIDA;LOG138;KÓNYA;RGV 950 / WDA 630;€ 2 400;2020.08.05;;;;;
10;;LIQUID;KV LOGISTIC;KV LOGISTIC;RÖSZKE;;;;;;;;;;2020.08.04;FELSŐPAKONY;LOG141;FER TRANS;LIL 242 / XTD 509;70.000 HUF;2020.08.05;;;;;
8;;SPAR HU;AGESCO;AGESCO;SPAR HU;SATURDAY NIGHT;;;;;;;;;2020.08.05;LERIDA;GHU 369;KÓNYA;RCG 084 / WEH 535;€ 2 400;2020.08.07;;;;;
1;;RASPBERRY 12X125GR;FRESSAN;GHU;ALDI;WEDNESDAY UP BARCELONA;;;€ 7,90;KG;€ 8,50; € -   ;CMR;2;2020.08.05;LERIDA;GHU 369;KÓNYA;RCG 084 / WEH 535;€ 2 400;2020.08.07;;;;;
;2;APRICOT STD;FRUBALMED;GHU;;TUESDAY UP LERIDA;;€ 0,90;;KG;€ 0,00; € -   ;172/AL20;1;2020.08.05;LERIDA;GHU 369;KÓNYA;RCG 084 / WEH 535;€ 2 400;2020.08.07;;;;;
;1;PLATERINA BOKSZ;FRUBALMED;GHU;ALDI;TUESDAY UP LERIDA;;€ 0,85;;KG;€ 0,00; € -   ;171/AL20;1;2020.08.05;LERIDA;GHU 369;KÓNYA;RCG 084 / WEH 535;€ 2 400;2020.08.07;;;;;
;2;NECTARINA 10KG;FRUBALMED;GHU;ALDI;TUESDAY UP LERIDA;;€ 0,60;;KG;€ 0,00; € -   ;172/AL20;1;2020.08.05;LERIDA;GHU 369;KÓNYA;RCG 084 / WEH 535;€ 2 400;2020.08.07;;;;;
;2;PEACH RED 10KG;FRUBALMED;GHU;ALDI;TUESDAY UP LERIDA;;€ 0,50;;KG;€ 0,00; € -   ;172/AL20;1;2020.08.05;LERIDA;GHU 369;KÓNYA;RCG 084 / WEH 535;€ 2 400;2020.08.07;;;;;
3;;PEAR LIMONERA;FRUBALMED;GHU;PARTNERLOG;TUESDAY UP LERIDA;;€ 0,95;;KG;€ 0,00; € -   ;172/AL20;1;2020.08.05;LERIDA;GHU 369;KÓNYA;RCG 084 / WEH 535;€ 2 400;2020.08.07;;;;;
;3;LEMON 18KG;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.08.05;LERIDA;GHU 369;KÓNYA;RCG 084 / WEH 535;€ 2 400;2020.08.07;;;;;
;1;PLUM;KOPFSALAT;GHU;ZSOLTI;;;;;;;;;;2020.08.05;LERIDA;GHU 369;KÓNYA;RCG 084 / WEH 535;€ 2 400;2020.08.07;;;;;
;2;PARAGUAYO LOOSE;KOPFSALAT;GHU;ALDI/ZSOLTI;;;;;;;;;;2020.08.05;LERIDA;GHU 369;KÓNYA;RCG 084 / WEH 535;€ 2 400;2020.08.07;;;;;
;2;PLATERINA;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.08.05;LERIDA;GHU 369;KÓNYA;RCG 084 / WEH 535;€ 2 400;2020.08.07;;;;;
;1;GRAPE;KOPFSALAT;GHU;ZSOLTI;;;;;;;;;;2020.08.05;LERIDA;GHU 369;KÓNYA;RCG 084 / WEH 535;€ 2 400;2020.08.07;;;;;
10;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;FRIDAY MORNING;;;;;;;;;2020.08.05;LERIDA;LOG139;KÓNYA;RSJ 405 / WCG 914;€ 2 400;2020.08.07;;;;;
2; ;SPAR CRO;AGESCO;AGESCO;SPAR CRO;FRIDAY MORNING;;;;;;;;;2020.08.05;LERIDA;LOG139;KÓNYA;RSJ 405 / WCG 914;€ 2 400;2020.08.07;;;;;
2;;SPAR CRO;GRUPO NATURAL;GRUPO NATURAL;SPAR CRO;FRIDAY MORNING;;;;;;;;;2020.08.05;LERIDA;LOG139;KÓNYA;RSJ 405 / WCG 914;€ 2 400;2020.08.07;;;;;
17;;SPAR HU;CASAS ROYES;CASAS ROYES;SPAR HU;SATURDAY NIGHT;;;;;;;;;2020.08.05;LERIDA;LOG139;KÓNYA;RSJ 405 / WCG 914;€ 2 400;2020.08.07;;;;;
2;;SPAR HU;AGESCO;AGESCO;SPAR HU;SATURDAY NIGHT;;;;;;;;;2020.08.05;LERIDA;LOG139;KÓNYA;RSJ 405 / WCG 914;€ 2 400;2020.08.07;;;;;
;20;SPAR SLO;CASAS ROYES;CASAS ROYES;SPAR SLO;FRIDAY MORNING;;;;;;;;;2020.08.05;LERIDA;LOG140;DÓRI;LYJ 783 / MT 591;€ 1 700;2020.08.07;;;;;
8;;SPAR HU;CASAS ROYES;CASAS ROYES;SPAR HU;MONDAY NIGHT;;;;;;;;;2020.08.06;LERIDA;H203;KÓNYA;RVT-985 / WEH-573;€ 2 400;2020.08.09;;;;;
6;;PARAGUAYO 5KG;FRUBALMED;GHU;ALDI;THURSDAY UP LERIDA;;€ 0,90;;KG;€ 0,00;;175/AL20;;2020.08.06;LERIDA;H203;KÓNYA;RVT-985 / WEH-573;€ 2 400;2020.08.09;;;;;
1;;PLATERINA STD;FRUBALMED;GHU;ALDI;THURSDAY UP LERIDA;;€ 0,90;;KG;€ 0,00;;176/AL20;;2020.08.06;LERIDA;H203;KÓNYA;RVT-985 / WEH-573;€ 2 400;2020.08.09;;;;;
;2;NECTARINA 10KG;FRUBALMED;GHU;ALDI;THURSDAY UP LERIDA;;€ 0,55;;KG;€ 0,00;;174/AL20;;2020.08.06;LERIDA;H203;KÓNYA;RVT-985 / WEH-573;€ 2 400;2020.08.09;;;;;
;2;PEACH RED 10KG;FRUBALMED;GHU;ALDI;THURSDAY UP LERIDA;;€ 0,50;;KG;€ 0,00;;174/AL20;;2020.08.06;LERIDA;H203;KÓNYA;RVT-985 / WEH-573;€ 2 400;2020.08.09;;;;;
;2;PARAGUAYO STD;FRUBALMED;GHU;ALDI;THURSDAY UP LERIDA;;€ 0,55;;KG;€ 0,00;;173/AL20;;2020.08.06;LERIDA;H203;KÓNYA;RVT-985 / WEH-573;€ 2 400;2020.08.09;;;;;
;2;PARAGUAYO FUSION;FRUBALMED;GHU;ZSOLTI;THURSDAY UP LERIDA;;€ 0,85;;KG;€ 0,00;;174/AL20;;2020.08.06;LERIDA;H203;KÓNYA;RVT-985 / WEH-573;€ 2 400;2020.08.09;;;;;
;5;PARAGUAYO BOKSZ;FRUBALMED;GHU;ALDI;THURSDAY UP LERIDA;;€ 0,80;;KG;€ 0,00;;177/AL20;;2020.08.06;LERIDA;H203;KÓNYA;RVT-985 / WEH-573;€ 2 400;2020.08.09;;;;;
1;;RASPBERRY 12X125GR;FRESSAN;GHU;ALDI;FRIDAY UP PERPIGNAN;;;€ 7,90;KG;€ 0,00;;CMR;1;2020.08.06;LERIDA;H203;KÓNYA;RVT-985 / WEH-573;€ 2 400;2020.08.09;;;;;
;12;SPAR SLO;CASAS ROYES;CASAS ROYES;SPAR SLO;MONDAY MORNING;;;;;;;;;2020.08.06;LERIDA;H204;INTERTRANS;PBD 401 / WCL 772;€ 2 200;2020.08.10;;;;;
1;;SPAR SLO;AGESCO;AGESCO;SPAR SLO;MONDAY MORNING;;;;;;;;;2020.08.06;LERIDA;H204;INTERTRANS;PBD 401 / WCL 772;€ 2 200;2020.08.10;;;;;
1;;SPAR HU BICSKE 231;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 231;MONDAY NIGHT;;;;;;;;;2020.08.06;LERIDA;H204;INTERTRANS;PBD 401 / WCL 772;€ 2 200;2020.08.10;;;;;
15;;SPAR HU;AGESCO;AGESCO;SPAR HU;MONDAY NIGHT;;;;;;;;;2020.08.06;LERIDA;H204;INTERTRANS;PBD 401 / WCL 772;€ 2 200;2020.08.10;;;;;
1;;LEMON 10X400GR;AXARFRUIT;GHU;SPAR HU;FRIDAY UP BARCELONA;;;€ 0,68;PZS;€ 8,50;;5578;;2020.08.06;LERIDA;H204;INTERTRANS;PBD 401 / WCL 772;€ 2 200;2020.08.10;;;;;
2;;SPAR HU ÜLLŐ 232;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 232;MONDAY NIGHT;;;;;;;;;2020.08.07;BARCELONA;GHU 370;BVT;PSG 240 / WAN 721;660.000 HUF;2020.08.09;;;;;
;4;BILEK LEVI;BILEK LEVI;BILEK LEVI;BILEK LEVI;;;;;;;;;;2020.08.07;BARCELONA;GHU 370;BVT;PSG 240 / WAN 721;660.000 HUF;2020.08.09;;;;;
;2;TOM CHERRY ;HORTICHUELAS;SZENTESI;SZENTESI;FRIDAY UP BARCELONA;;;;;€ 8,50;;;;2020.08.07;BARCELONA;GHU 370;BVT;PSG 240 / WAN 721;660.000 HUF;2020.08.09;;;;;
1;;LEMON 10X400GR;AXARFRUIT;GHU;SPAR HU;FRIDAY UP BARCELONA;;;€ 0,68;PZS;€ 8,50; € -   ;5578;1;2020.08.07;BARCELONA;GHU 370;BVT;PSG 240 / WAN 721;660.000 HUF;2020.08.09;;;;;
0,6;;AVOCADO 18PZS;AXARFRUIT;GHU;PARTNERLOG;FRIDAY UP BARCELONA;;;€ 6,30;CAJA;€ 8,50; € -   ;5583;1;2020.08.07;BARCELONA;GHU 370;BVT;PSG 240 / WAN 721;660.000 HUF;2020.08.09;;;;;
0,4;;MANGO 12PZS;AXARFRUIT;GHU;PARTNERLOG;FRIDAY UP BARCELONA;;;€ 7,30;CAJA;€ 8,50; € -   ;5583;1;2020.08.07;BARCELONA;GHU 370;BVT;PSG 240 / WAN 721;660.000 HUF;2020.08.09;;;;;
;5;APRICOT LOOSE;KOPFSALAT;GHU;ALDI/ZSOLTI;;;;;;;;;;2020.08.07;BARCELONA;GHU 370;BVT;PSG 240 / WAN 721;660.000 HUF;2020.08.09;;;;;
;7;PARAGUAYO LOOSE;KOPFSALAT;GHU;ALDI/ZSOLTI;;;;;;;;;;2020.08.07;BARCELONA;GHU 370;BVT;PSG 240 / WAN 721;660.000 HUF;2020.08.09;;;;;
;2;PLATERINA LOOSE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.08.07;BARCELONA;GHU 370;BVT;PSG 240 / WAN 721;660.000 HUF;2020.08.09;;;;;
;1;PLUM;KOPFSALAT;GHU;ZSOLTI/GHUSZ;;;;;;;;;;2020.08.07;BARCELONA;GHU 370;BVT;PSG 240 / WAN 721;660.000 HUF;2020.08.09;;;;;
;1;PEAR LIMONERA 10 KG;KOPFSALAT;GHU;ZSOLTI/GHUSZ;;;;;;;;;;2020.08.07;BARCELONA;GHU 370;BVT;PSG 240 / WAN 721;660.000 HUF;2020.08.09;;;;;
;1;GRAPE;KOPFSALAT;GHU;ZSOLTI/GHUSZ;;;;;;;;;;2020.08.07;BARCELONA;GHU 370;BVT;PSG 240 / WAN 721;660.000 HUF;2020.08.09;;;;;
1;;SPAR CRO 114;KOPFSALAT;KOPFSALAT;SPAR CRO 114;MONDAY MORNING;;;;;;;;;2020.08.07;LERIDA;LOG142;KÓNYA;RSJ 409 / WCK 440;€ 2 400;2020.08.10;;;;;
15;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;MONDAY MORNING;;;;;;;;;2020.08.07;LERIDA;LOG142;KÓNYA;RSJ 409 / WCK 440;€ 2 400;2020.08.10;;;;;
2;;SPAR CRO;GRUPO NATURAL;GRUPO NATURAL;SPAR CRO;MONDAY MORNING;;;;;;;;;2020.08.07;LERIDA;LOG142;KÓNYA;RSJ 409 / WCK 440;€ 2 400;2020.08.10;;;;;
;1;VEEMEE CRO;GRUPO NATURAL;GRUPO NATURAL;VEEMEE CRO;MONDAY MORNING;;;;;;;;;2020.08.07;LERIDA;LOG142;KÓNYA;RSJ 409 / WCK 440;€ 2 400;2020.08.10;;;;;
4;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;MONDAY MORNING;;;;;;;;;2020.08.07;LERIDA;LOG142;KÓNYA;RSJ 409 / WCK 440;€ 2 400;2020.08.10;;;;;
9;;SPAR HU;CASAS ROYES;CASAS ROYES;SPAR HU;MONDAY NIGHT;;;;;;;;;2020.08.07;LERIDA;LOG142;KÓNYA;RSJ 409 / WCK 440;€ 2 400;2020.08.10;;;;;
2;;SPAR CRO;CALIFORNIA;CALIFORNIA;SPAR CRO ES2901;MONDAY MORNING;;;;;;;;;2020.08.08;NAPOLI;H202;KÓNYA;RSJ 407 / WEH 572;€ 1 800;2020.08.10;;;;;
6;;SPAR HU;CALIFORNIA;CALIFORNIA;SPAR HU ES2901;MONDAY NIGHT;;;;;;;;;2020.08.08;NAPOLI;H202;KÓNYA;RSJ 407 / WEH 572;€ 1 800;2020.08.10;;;;;
1;;SPAR CRO;CALIFORNIA;CALIFORNIA;SPAR CRO ES2901;WEDNESDAY MORNING;;;;;€ 13,60; € 20,00 ;VEEMEE;;2020.08.08;NAPOLI;H202;KÓNYA;RSJ 407 / WEH 572;€ 1 800;2020.08.10;;;;;
6;;SPAR HU;CALIFORNIA;CALIFORNIA;SPAR HU ES2901;WEDNESDAY NIGHT;;;;;;;;;2020.08.08;NAPOLI;H202;KÓNYA;RSJ 407 / WEH 572;€ 1 800;2020.08.10;;;;;
2;;SPAR CRO;CALIFORNIA;CALIFORNIA;SPAR CRO;FRIDAY MORNING;;;;;€ 20,60; € 20,00 ;VEEMEE;;2020.08.08;NAPOLI;H202;KÓNYA;RSJ 407 / WEH 572;€ 1 800;2020.08.10;;;;;
;8;LEMON 15KG;CALIFORNIA;GHU;ALDI;SATURDAY UP ITALY;;€ 1,15;;KG;;;VSP/67/20;;2020.08.08;NAPOLI;H202;KÓNYA;RSJ 407 / WEH 572;€ 1 800;2020.08.10;;;;;
1;;SPAR HU;AGESCO;AGESCO;SPAR HU;WEDNESDAY NIGHT;;;;;;;;;2020.08.08;LERIDA;GHU 371;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.12;;;;;
3;;SPAR HU;CASAS ROYES;CASAS ROYES;SPAR HU;WEDNESDAY NIGHT;;;;;;;;;2020.08.08;LERIDA;GHU 371;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.12;;;;;
3;;PARAGUAYO 5KG;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA;;€ 0,90;;KG;;;180/AL20;1;2020.08.08;LERIDA;GHU 371;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.12;;;;;
3;;PARAGUAYO 5KG C;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA;;€ 0,70;;KG;;;180/AL20;1;2020.08.08;LERIDA;GHU 371;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.12;;;;;
;8;PARAGUAYO 5KG STD;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA;;€ 0,85;;KG;;;178/AL20;1;2020.08.08;LERIDA;GHU 371;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.12;;;;;
;1;PLATERINA BOKSZ;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA;;€ 0,85;;KG;;;179/AL20;1;2020.08.08;LERIDA;GHU 371;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.12;;;;;
4;;PEAR LIMONERA;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA;;€ 0,95;;KG;;;180/AL20;1;2020.08.08;LERIDA;GHU 371;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.12;;;;;
2;;APRICOT LOOSE;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA;;€ 1,65;;KG;;;180/AL20;1;2020.08.08;LERIDA;GHU 371;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.12;;;;;
;4;PARAGUAYO LOOSE;KOPFSALAT;GHU;ALDI;SATURDAY UP LERIDA;;;;;;;;;2020.08.08;LERIDA;GHU 371;KÓNYA;RRJ 471 / WEH 574;€ 2 400;2020.08.12;;;;;
6;;SPAR HU;CASAS ROYES;CASAS ROYES;SPAR HU;WEDNESDAY NIGHT;;;;;;;;;2020.08.10;LERIDA;H205;KÓNYA;RCG 082 / WDA 630;€ 2 400;2020.08.12;;;;;
15;;SPAR HU;AGESCO;AGESCO;SPAR HU;WEDNESDAY NIGHT;;;;;;;;;2020.08.10;LERIDA;H205;KÓNYA;RCG 082 / WDA 630;€ 2 400;2020.08.12;;;;;
;2;TOM CHERRY ;HORTICHUELAS;SZENTESI;;MONDAY UP BARCELONA;   ;;;;;;;;2020.08.10;LERIDA;H205;KÓNYA;RCG 082 / WDA 630;€ 2 400;2020.08.12;;;;;
2;;LEMON 10X400GR;AXARFRUIT;GHU;SPAR HU;MONDAY UP BARCELONA;;;€ 0,68;PZS;€ 8,50;;5579;;2020.08.10;LERIDA;H205;KÓNYA;RCG 082 / WDA 630;€ 2 400;2020.08.12;;;;;
2;;RASPBERRY 12X125GR;FRESSAN;GHU;ALDI;MONDAY UP BARCELONA;;;€ 7,90;KG;€ 8,50;;CMR;2;2020.08.10;LERIDA;H205;KÓNYA;RCG 082 / WDA 630;€ 2 400;2020.08.12;;;;;
