N° Euro Palets;N° Normal Palets;Products;Reference;Customer;Destination;Comment;Gross weight (kg);Price (EUR);Price BCN (EUR);Unit;Reloading/plt;Transport BCN/plt;Albarán N°;Car n.;Loading date;Loading place;Order number;Transport company;Plate number;Transport price;Arrival date;Invoice N°;Invoice amount;Payment date;Open invoices;Paid invoices
5;;SPAR CRO;CALIFORNIA;CALIFORNIA;SPAR CRO;MONDAY MORNING;;;;;;;;;2020.07.18;NAPOLI;LOG131;KÓNYA;RCG 082 / WEH 535;€ 1 850;2020.07.20;;;;;
4;;SPAR CRO;CALIFORNIA;CALIFORNIA;SPAR CRO;WEDNESDAY MORNING;;;;;€ 10,30; € 18,75 ;WEEMEE;;2020.07.18;NAPOLI;LOG131;KÓNYA;RCG 082 / WEH 535;€ 1 850;2020.07.20;;;;;
5;;SPAR HU;CALIFORNIA;CALIFORNIA;SPAR HU;MONDAY NIGHT;;;;;;;;;2020.07.18;NAPOLI;LOG131;KÓNYA;RCG 082 / WEH 535;€ 1 850;2020.07.20;;;;;
8;;SPAR HU;CASAS ROYES;CASAS ROYES;SPAR HU;WEDNESDAY NIGHT;;;;;;;;;2020.07.18;LLERIDA;H195;KÓNYA;RVT 985 / WDA 627;€ 2 400;2020.07.22;;;;;
1;1;BLUEBERRY 3KG;FRESSAN;GHU;RIZOTERRA;MONDAY UP PERPIGNAN;;;€ 3,80;KG;;;;1;2020.07.18;LLERIDA;H195;KÓNYA;RVT 985 / WDA 627;€ 2 400;2020.07.22;;;;;
;4;NECTARINA 10KG;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA;;€ 0,55;;KG;;;1536AL20;;2020.07.18;LLERIDA;H195;KÓNYA;RVT 985 / WDA 627;€ 2 400;2020.07.22;;;;;
;2;PEACH RED 10KG;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA;;€ 0,50;;KG;;;153/AL20;;2020.07.18;LLERIDA;H195;KÓNYA;RVT 985 / WDA 627;€ 2 400;2020.07.22;;;;;
5;;PARAGUAYO 5KG;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA;;€ 0,90;;KG;;;153/AL20;;2020.07.18;LLERIDA;H195;KÓNYA;RVT 985 / WDA 627;€ 2 400;2020.07.22;;;;;
4;;PLATERINA 5KG;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA;;€ 1,05;;KG;;;154/AL20;;2020.07.18;LLERIDA;H195;KÓNYA;RVT 985 / WDA 627;€ 2 400;2020.07.22;;;;;
;3;APRICOT STD;FRUBALMED;GHU;PARTNERLOG;SATURDAY UP LERIDA;;€ 0,90;;KG;;;153/AL20;;2020.07.18;LLERIDA;H195;KÓNYA;RVT 985 / WDA 627;€ 2 400;2020.07.22;;;;;
;1;PARAGUAYO STD;FRUBALMED;GHU;ZSOLTI;SATURDAY UP LERIDA;;€ 0,50;;KG;;;153/AL20;;2020.07.18;LLERIDA;H195;KÓNYA;RVT 985 / WDA 627;€ 2 400;2020.07.22;;;;;
7;1;SPAR CRO;GRUPO NATURAL;GRUPO NATURAL;SPAR CRO;WEDNESDAY MORNING;;;;;;;;;2020.07.18;LERIDA;H196;KUONI;NCC 646 / WAH 833;€ 2 300;2020.07.22;;;;;
9;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;WEDNESDAY MORNING;;;;;;;;;2020.07.18;LERIDA;H196;KUONI;NCC 646 / WAH 833;€ 2 300;2020.07.22;;;;;
11;;SPAR HU;AGESCO;AGESCO;SPAR HU;WEDNESDAY NIGHT;;;;;;;;;2020.07.18;LERIDA;H196;KUONI;NCC 646 / WAH 833;€ 2 300;2020.07.22;;;;;
2;;SPAR HU;CASAS ROYES;CASAS ROYES;SPAR HU;WEDNESDAY NIGHT;;;;;;;;;2020.07.18;LERIDA;H196;KUONI;NCC 646 / WAH 833;€ 2 300;2020.07.22;;;;;
;2;PARAGUAYO STD;FRUBALMED;GHU;ZSOLTI;SATURDAY UP LERIDA;;€ 0,50;;KG;;;155/AL20;;2020.07.18;LERIDA;H196;KUONI;NCC 646 / WAH 833;€ 2 300;2020.07.22;;;;;
;7;KEREKES GYULA;KEREKES GYULA;KEREKES GYULA;KEREKES GYULA;Kónya rászámlázza;;;;;;;;;2020.07.20;BARCELONA;GHU 358;KÓNYA;RSJ 409 / WEH 572;€ 1 748;2020.07.22;;;;;
;5;BILEK LEVI;BILEK LEVI;BILEK LEVI;BILEK LEVI;;;;;;;;;;2020.07.20;BARCELONA;GHU 358;KÓNYA;RSJ 409 / WEH 572;€ 1 748;2020.07.22;;;;;
;2;TOM CHERRY;CANADA SOL;SZENTESI;SZENTESI;MONDAY UP BARCELONA;;;;;;;;;2020.07.20;BARCELONA;GHU 358;KÓNYA;RSJ 409 / WEH 572;€ 1 748;2020.07.22;;;;;
;2;TOM CHERRY;HORTICHUELAS;SZENTESI;SZENTESI;MONDAY UP BARCELONA;;;;;;;;;2020.07.20;BARCELONA;GHU 358;KÓNYA;RSJ 409 / WEH 572;€ 1 748;2020.07.22;;;;;
0,3;;AVOCADO 14PZS;AXARFRUIT;GHU;PARTNERLOG;MONDAY UP BARCELONA;;;€ 6,30;CAJA;€ 2,55;;;1;2020.07.20;BARCELONA;GHU 358;KÓNYA;RSJ 409 / WEH 572;€ 1 748;2020.07.22;;;;;
0,7;;AVOCADO 20PZS;AXARFRUIT;GHU;PARTNERLOG;MONDAY UP BARCELONA;;;€ 6,30;CAJA;€ 5,95;;;1;2020.07.20;BARCELONA;GHU 358;KÓNYA;RSJ 409 / WEH 572;€ 1 748;2020.07.22;;;;;
2;;LEMON 10X400GR;AXARFRUIT;GHU;SPAR HU;MONDAY UP BARCELONA;;;€ 0,68;PZS;€ 8,50;;;1;2020.07.20;BARCELONA;GHU 358;KÓNYA;RSJ 409 / WEH 572;€ 1 748;2020.07.22;;;;;
2;;RASPBERRY 12X125GR;FRESSAN;GHU;ALDI;MONDAY UP BARCELONA;;;€ 7,50;KG;€ 8,50;;;2;2020.07.20;BARCELONA;GHU 358;KÓNYA;RSJ 409 / WEH 572;€ 1 748;2020.07.22;;;;;
;1;PLUM;KOPFSALAT;GHU;ZSOLTI;;;;;;;;;;2020.07.20;BARCELONA;GHU 358;KÓNYA;RSJ 409 / WEH 572;€ 1 748;2020.07.22;;;;;
;3;COURGETTE PLASTIC;KOPFSALAT;GHU;BONDÁR;;;;;;;;;;2020.07.20;BARCELONA;GHU 358;KÓNYA;RSJ 409 / WEH 572;€ 1 748;2020.07.22;;;;;
;2;NECTARINA 10KG;KOPFSALAT;GHU;GHUBU/ZSOLTI;;;;;;;;;;2020.07.20;BARCELONA;GHU 358;KÓNYA;RSJ 409 / WEH 572;€ 1 748;2020.07.22;;;;;
10;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;FRIDAY MORNING;;;;;;;;;2020.07.21;LERIDA;GHU 359;KÓNYA;RSJ 407 / WCK 440;€ 2 400;2020.07.24;;;;;
7;;SPAR CRO;GRUPO NATURAL;GRUPO NATURAL;SPAR CRO;FRIDAY MORNING;;;;;;;;;2020.07.21;LERIDA;GHU 359;KÓNYA;RSJ 407 / WCK 440;€ 2 400;2020.07.24;;;;;
10;;SPAR HU;CASAS ROYES;CASAS ROYES;SPAR HU;SATURDAY NIGHT;;;;;;;;;2020.07.21;LERIDA;GHU 359;KÓNYA;RSJ 407 / WCK 440;€ 2 400;2020.07.24;;;;;
3;;SPAR HU;AGESCO;AGESCO;SPAR HU;SATURDAY NIGHT;;;;;;;;;2020.07.21;LERIDA;GHU 359;KÓNYA;RSJ 407 / WCK 440;€ 2 400;2020.07.24;;;;;
;1;RASPBERRY 12X125GR;FRESSAN;GHU;ALDI;WEDNESDAY UP BARCELONA;;;€ 7,50;KG;€ 8,50;;;1;2020.07.21;LERIDA;GHU 359;KÓNYA;RSJ 407 / WCK 440;€ 2 400;2020.07.24;;;;;
;1;APRICOT LOOSE;KOPFSALAT;GHU;;;;;;;;;;;2020.07.21;LERIDA;GHU 359;KÓNYA;RSJ 407 / WCK 440;€ 2 400;2020.07.24;;;;;
6;;SPAR CRO;CALIFORNIA;CALIFORNIA;SPAR CRO;FRIDAY MORNING;;;;;€ 9,20; € 12,50 ;WEEMEE;;2020.07.21;NAPOLI;LOG132;DÓRI;PBB 085 / WEH 187;€ 1 800;2020.07.22;;;;;
6;;SPAR HU;CALIFORNIA;CALIFORNIA;SPAR HU;WEDNESDAY NIGHT;;;;;;;;;2020.07.21;NAPOLI;LOG132;DÓRI;PBB 085 / WEH 187;€ 1 800;2020.07.22;;;;;
6;;SPAR HU;CALIFORNIA;CALIFORNIA;SPAR HU;SATURDAY NIGHT;;;;;;;;;2020.07.21;NAPOLI;LOG132;DÓRI;PBB 085 / WEH 187;€ 1 800;2020.07.22;;;;;
11;;SPAR HU;CASAS ROYES;CASAS ROYES;SPAR HU;MONDAY NIGHT;;;;;;;;;2020.07.23;LERIDA;GHU 360;KÓNYA;RCG 083 / WDA 628;€ 2 400;2020.07.26;;;;;
;4;NECTARINA 10KG;FRUBALMED;GHU;ALDI;THURSDAY UP LERIDA;;€ 0,55;;KG;;;157/AL20;1;2020.07.23;LERIDA;GHU 360;KÓNYA;RCG 083 / WDA 628;€ 2 400;2020.07.26;;;;;
;2;PEACH RED 10KG;FRUBALMED;GHU;ALDI;THURSDAY UP LERIDA;;€ 0,50;;KG;;;157/AL20;1;2020.07.23;LERIDA;GHU 360;KÓNYA;RCG 083 / WDA 628;€ 2 400;2020.07.26;;;;;
;3;APRICOT STD;FRUBALMED;GHU;PARTNERLOG;THURSDAY UP LERIDA;;€ 0,90;;KG;;;157/AL20;1;2020.07.23;LERIDA;GHU 360;KÓNYA;RCG 083 / WDA 628;€ 2 400;2020.07.26;;;;;
;3;PARAGUAYO STD;FRUBALMED;GHU;GHUBU/ZSOLTI;THURSDAY UP LERIDA;;€ 0,55;;KG;;;157/AL20;1;2020.07.23;LERIDA;GHU 360;KÓNYA;RCG 083 / WDA 628;€ 2 400;2020.07.26;;;;;
;1;NECTARINA 1 LAYER FUSION;FRUBALMED;GHU;MAXX;THURSDAY UP LERIDA;;€ 0,75;;KG;;;156/AL20;1;2020.07.23;LERIDA;GHU 360;KÓNYA;RCG 083 / WDA 628;€ 2 400;2020.07.26;;;;;
;1;PEACH RED 1 LAYER FUSION;FRUBALMED;GHU;MAXX;THURSDAY UP LERIDA;;€ 0,70;;KG;;;156/AL20;1;2020.07.23;LERIDA;GHU 360;KÓNYA;RCG 083 / WDA 628;€ 2 400;2020.07.26;;;;;
;3;PARAGUAYO LOOSE;KOPFSALAT;GHU;ALDI;THURSDAY UP LERIDA;;;;;;;;;2020.07.23;LERIDA;GHU 360;KÓNYA;RCG 083 / WDA 628;€ 2 400;2020.07.26;;;;;
;2;MELON GALIA 4PZS;HISPAGROUP;GHU;GHUBU/GHUSZ;;;€ 0,65;;KG;;;038/793;;2020.07.23;MURCIA;H197;LIVIU;BH 08 CDL / CJ 35 CDL;€ 700;2020.07.26;;;;;
;3;MELON GALIA 7PZS;HISPAGROUP;GHU;ZSOLTI;;;€ 0,46;;KG;;;038/793;;2020.07.23;MURCIA;H197;LIVIU;BH 08 CDL / CJ 35 CDL;€ 700;2020.07.26;;;;;
22;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;MONDAY MORNING;;;;;;;;;2020.07.23;LERIDA;LOG134;KÓNYA;RRJ 471 / WCG 914;€ 2 400;2020.07.27;;;;;
10;;SPAR HU;CASAS ROYES;CASAS ROYES;SPAR HU;MONDAY NIGHT;;;;;;;;;2020.07.23;LERIDA;LOG134;KÓNYA;RRJ 471 / WCG 914;€ 2 400;2020.07.27;;;;;
5;;SPAR SLO;AGESCO;AGESCO;SPAR SLO;MONDAY MORNING;;;;;;;;;2020.07.24;LERIDA;GHU 361;KUONI;MZD 729 / XZR 507;€ 2 200;2020.07.27;;;;;
12;;SPAR HU;AGESCO;AGESCO;SPAR HU;MONDAY NIGHT;;;;;;;;;2020.07.24;LERIDA;GHU 361;KUONI;MZD 729 / XZR 507;€ 2 200;2020.07.27;;;;;
2;;LEMON 10X400GR;AXARFRUIT;GHU;SPAR HU;FRIDAY UP BARCELONA;;;€ 0,68;PZS;€ 8,50;;;1;2020.07.24;LERIDA;GHU 361;KUONI;MZD 729 / XZR 507;€ 2 200;2020.07.27;;;;;
;11;PARAGUAYO LOOSE;KOPFSALAT;GHU;ALDI;FRIDAY UP BARCELONA;;;;;;;;;2020.07.24;LERIDA;GHU 361;KUONI;MZD 729 / XZR 507;€ 2 200;2020.07.27;;;;;
;12;KÓNYA;KÓNYA;KÓNYA;KÓNYA;;;;;;;;;;2020.07.24;BARCELONA;GHU 362;KÓNYA;RRJ 470 / WEH 535;€ 1 288;2020.07.26;;;;;
6;;BLUBERRY;RIZOTERRA;RIZOTERRA;RIZOTERRA;SUNDAY ;;;;;€ 8,50;;;;2020.07.24;BARCELONA;GHU 362;KÓNYA;RRJ 470 / WEH 535;€ 1 288;2020.07.26;;;;;
0,6;;AVOCADO 14PZS;AXARFRUIT;GHU;GHUBU;FRIDAY UP BARCELONA;;;€ 6,30;CAJA;€ 5,10;;;1;2020.07.24;BARCELONA;GHU 362;KÓNYA;RRJ 470 / WEH 535;€ 1 288;2020.07.26;;;;;
0,4;;MANGO 9PZS;AXARFRUIT;GHU;PARTNERLOG;FRIDAY UP BARCELONA;;;€ 5,30;CAJA;€ 3,40;;;1;2020.07.24;BARCELONA;GHU 362;KÓNYA;RRJ 470 / WEH 535;€ 1 288;2020.07.26;;;;;
;1;RASPBERRY 12X125GR;FRESSAN;GHU;ALDI;FRIDAY UP BARCELONA;;;€ 7,50;KG;€ 8,50;;;2;2020.07.24;BARCELONA;GHU 362;KÓNYA;RRJ 470 / WEH 535;€ 1 288;2020.07.26;;;;;
;2;APRICOT;KOPFSALAT;GHU;GHUBU/GHUSZ/ZSOLTI;;;;;;;;;;2020.07.24;BARCELONA;GHU 362;KÓNYA;RRJ 470 / WEH 535;€ 1 288;2020.07.26;;;;;
;1;WATERMELON MINI;KOPFSALAT;GHU;PARTNERLOG;;;;;;;;;;2020.07.24;BARCELONA;GHU 362;KÓNYA;RRJ 470 / WEH 535;€ 1 288;2020.07.26;;;;;
;2;PLUM;KOPFSALAT;GHU;;;;;;;;;;;2020.07.24;BARCELONA;GHU 362;KÓNYA;RRJ 470 / WEH 535;€ 1 288;2020.07.26;;;;;
;2;TOM. CHERRY;CANADA SOL;SZENTESI;SZENTESI;FRIDAY UP BARCELONA;;;;;€ 8,50;;;;2020.07.24;BARCELONA;GHU 362;KÓNYA;RRJ 470 / WEH 535;€ 1 288;2020.07.26;;;;;
;2;MELON GALIA;KOPFSALAT;GHU;;;;;;;;;;;2020.07.24;BARCELONA;GHU 363;BVT;PSG 240 / WAN 720;€ 450;2020.07.26;;;;;
;2;APRICOT;KOPFSALAT;GHU;GHUBU/GHUSZ/ZSOLTI;;;;;;;;;;2020.07.24;BARCELONA;GHU 363;BVT;PSG 240 / WAN 720;€ 450;2020.07.26;;;;;
;1;PEAR;KOPFSALAT;GHU;;;;;;;;;;;2020.07.24;BARCELONA;GHU 363;BVT;PSG 240 / WAN 720;€ 450;2020.07.26;;;;;
6;;SPAR CRO;CALIFORNIA;CALIFORNIA;SPAR CRO;WEDNESDAY MORNING;;;;;€ 9,20; € 12,50 ;WEEMEE;;2020.07.25;NAPOLI;LOG133;KÓNYA;RCG 082 / WDA 627;€ 1 800;2020.07.27;;;;;
7;;SPAR CRO;CALIFORNIA;CALIFORNIA;SPAR CRO;FRIDAY MORNING;;;;;€ 17,22; € 10,70 ;WEEMEE;;2020.07.25;NAPOLI;LOG133;KÓNYA;RCG 082 / WDA 627;€ 1 800;2020.07.27;;;;;
6;;SPAR HU;CALIFORNIA;CALIFORNIA;SPAR CRO;MONDAY NIGHT;;;;;;;;;2020.07.25;NAPOLI;LOG133;KÓNYA;RCG 082 / WDA 627;€ 1 800;2020.07.27;;;;;
6;;SPAR HU;CALIFORNIA;CALIFORNIA;SPAR HU;WEDNESDAY NIGHT;;;;;;;;;2020.07.25;NAPOLI;LOG133;KÓNYA;RCG 082 / WDA 627;€ 1 800;2020.07.27;;;;;
19;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;WEDNESDAY MORNING;;;;;;;;;2020.07.25;LERIDA;LOG135;KUONI;PJZ 162 / WAU 847;€ 2 300;2020.07.29;;;;;
14;;SPAR HU;CASAS ROYES;CASAS ROYES;SPAR HU;WEDNESDAY NIGHT;;;;;;;;;2020.07.25;LERIDA;LOG135;KUONI;PJZ 162 / WAU 847;€ 2 300;2020.07.29;;;;;
8;;SPAR HU;CASAS ROYES;CASAS ROYES;SPAR HU;WEDNESDAY NIGHT;;;;;;;;;2020.07.25;LERIDA;H198;KÓNYA;RSJ 405 / WEH 574;€ 2 400;2020.07.27;;;;;
4;;PLATERINA 5KG;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA;;€ 1,05;;;;;159/AL20;;2020.07.25;LERIDA;H198;KÓNYA;RSJ 405 / WEH 574;€ 2 400;2020.07.27;;;;;
;4;NECTARINA 10KG;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA;;€ 0,55;;;;;161/AL20;;2020.07.25;LERIDA;H198;KÓNYA;RSJ 405 / WEH 574;€ 2 400;2020.07.27;;;;;
;2;PEACH RED 10KG;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA;;€ 0,50;;;;;161/AL20;;2020.07.25;LERIDA;H198;KÓNYA;RSJ 405 / WEH 574;€ 2 400;2020.07.27;;;;;
;3;APRICOT STD;FRUBALMED;GHU;PARTNERLOG;SATURDAY UP LERIDA;;€ 0,90;;;;;161/AL20;;2020.07.25;LERIDA;H198;KÓNYA;RSJ 405 / WEH 574;€ 2 400;2020.07.27;;;;;
;3;PARAGUAYO STD;FRUBALMED;GHU;GHUBU/ZSOLTI;SATURDAY UP LERIDA;;€ 0,55;;;;;161/AL20;;2020.07.25;LERIDA;H198;KÓNYA;RSJ 405 / WEH 574;€ 2 400;2020.07.27;;;;;
;1;NECTARINA 1 LAYER FUSION;FRUBALMED;GHU;MAXX;SATURDAY UP LERIDA;;€ 0,75;;;;;158/AL20;;2020.07.25;LERIDA;H198;KÓNYA;RSJ 405 / WEH 574;€ 2 400;2020.07.27;;;;;
;1;PEACH RED 1 LAYER FUSION;FRUBALMED;GHU;MAXX;SATURDAY UP LERIDA;;€ 0,68;;;;;158/AL20;;2020.07.25;LERIDA;H198;KÓNYA;RSJ 405 / WEH 574;€ 2 400;2020.07.27;;;;;
3;;PARAGUAYO 5KG;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA;;€ 0,85;;;;;161/AL20;;2020.07.25;LERIDA;H198;KÓNYA;RSJ 405 / WEH 574;€ 2 400;2020.07.27;;;;;
13;;SPAR HU;AGESCO;AGESCO;SPAR HU;WEDNESDAY NIGHT;;;;;;;;;2020.07.25;LERIDA;H199;KÓNYA;RRJ 470 / WEH 572;€ 2 400;2020.07.29;;;;;
2;;LEMON 10X400GR;AXARFRUIT;GHU;SPAR HU;MONDAY UP BARCELONA;;;€ 0,68;PZS;€ 8,50;;5177;1;2020.07.25;LERIDA;H199;KÓNYA;RRJ 470 / WEH 572;€ 2 400;2020.07.29;;;;;
1;;RASPBERRY 12X125GR;FRESSAN;GHU;ALDI;MONDAY UP BARCELONA;;;€ 7,50;KG;€ 8,50;;;2;2020.07.25;LERIDA;H199;KÓNYA;RRJ 470 / WEH 572;€ 2 400;2020.07.29;;;;;
16;;PARAGUAYO 5KG;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA;;€ 0,85;;;€ 0,00;;160/AL20;3;2020.07.25;LERIDA;H199;KÓNYA;RRJ 470 / WEH 572;€ 2 400;2020.07.29;;;;;
16;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;FRIDAY MORNING;;;;;;;;;2020.07.28;LERIDA;GHU364;KÓNYA;RCG 084 / WDA 625;€ 2 400;2020.07.31;;;;;
;2;WEEMEE CRO;GRUPO NATURAL;GRUPO NATURAL;WEEMEE CRO;FRIDAY MORNING;;;;;;;;;2020.07.28;LERIDA;GHU364;KÓNYA;RCG 084 / WDA 625;€ 2 400;2020.07.31;;;;;
;2;TOM. CHERRY;HORTICHUELAS;SZENTESI;;WEDNESDAY UP BARCELONA;;;;;€ 8,50;;;;2020.07.28;LERIDA;GHU364;KÓNYA;RCG 084 / WDA 625;€ 2 400;2020.07.31;;;;;
1;;RASPBERRY 12X125GR;FRESSAN;GHU;ALDI;WEDNESDAY UP PERPIGNAN;;;€ 7,50;KG;;;;1;2020.07.28;LERIDA;GHU364;KÓNYA;RCG 084 / WDA 625;€ 2 400;2020.07.31;;;;;
;8;PARAGUAYO LOOSE;KOPFSALAT;GHU;ALDI;TUESDAY UP LERIDA;;;;;;;;;2020.07.28;LERIDA;GHU364;KÓNYA;RCG 084 / WDA 625;€ 2 400;2020.07.31;;;;;
3,5;;PARAGUAYO 5KG;FRUBALMED;GHU;ALDI;TUESDAY UP LERIDA;;€ 0,85;;;;;163,164/AL;1;2020.07.28;LERIDA;GHU 365;WINDBAHN;RRJ 531 / WAM 671;€ 900;2020.07.31;;;;;
2,5;;PLATERINA 5KG;FRUBALMED;GHU;ALDI;TUESDAY UP LERIDA;;€ 1,10;;KG;;;164/AL20;1;2020.07.28;LERIDA;GHU 365;WINDBAHN;RRJ 531 / WAM 671;€ 900;2020.07.31;;;;;
;1;PARAGUAYO STD;FRUBALMED;GHU;GHUBU/ZSOLTI;TUESDAY UP LERIDA;;€ 0,55;;;;;163/AL20;1;2020.07.28;LERIDA;GHU 365;WINDBAHN;RRJ 531 / WAM 671;€ 900;2020.07.31;;;;;
;3;NECTARINA 12KG;FRUBALMED;GHU;ALDI;TUESDAY UP LERIDA;;€ 0,55;;KG;;;163/AL20;1;2020.07.28;LERIDA;GHU 365;WINDBAHN;RRJ 531 / WAM 671;€ 900;2020.07.31;;;;;
;3;PARAGUAYO 5KG;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.07.28;LERIDA;GHU 365;WINDBAHN;RRJ 531 / WAM 671;€ 900;2020.07.31;;;;;
;10;SPAR SLO;CASAS ROYES;CASAS ROYES;SPAR SLO;FRIDAY MORNING;;;;;;;;;2020.07.28;LERIDA;LOG136;DÓRI;KUF 413 / MT 419;€ 2 200;2020.07.31;;;;;
9;;SPAR HU;CASAS ROYES;CASAS ROYES;SPAR HU;SATURDAY NIGHT;;;;;;;;;2020.07.28;LERIDA;LOG136;DÓRI;KUF 413 / MT 419;€ 2 200;2020.07.31;;;;;
8;;SPAR HU;AGESCO;AGESCO;SPAR HU;SATURDAY NIGHT;;;;;;;;;2020.07.28;LERIDA;LOG136;DÓRI;KUF 413 / MT 419;€ 2 200;2020.07.31;;;;;
10;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;MONDAY MORNING;;;;;;;;;2020.07.30;LERIDA;LOG137;VASKÓ;PKF 193 / WDX 893;€ 2 050;2020.08.03;;;;;
3;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;MONDAY MORNING;;;;;;;;;2020.07.30;LERIDA;LOG137;VASKÓ;PKF 193 / WDX 893;€ 2 050;2020.08.03;;;;;
2;;SPAR CRO;GRUPO NATURAL;GRUPO NATURAL;SPAR CRO;MONDAY MORNING;;;;;;;;;2020.07.30;LERIDA;LOG137;VASKÓ;PKF 193 / WDX 893;€ 2 050;2020.08.03;;;;;
1;;SPAR HU BICSKE 229;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 229;MONDAY NIGHT;;;;;;;;;2020.07.30;LERIDA;LOG137;VASKÓ;PKF 193 / WDX 893;€ 2 050;2020.08.03;;;;;
1;;SPAR HU ÜLLŐ 230;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 230;MONDAY NIGHT;;;;;;;;;2020.07.30;LERIDA;LOG137;VASKÓ;PKF 193 / WDX 893;€ 2 050;2020.08.03;;;;;
16;;SPAR HU;AGESCO;AGESCO;SPAR HU;MONDAY NIGHT;;;;;;;;;2020.07.30;LERIDA;LOG137;VASKÓ;PKF 193 / WDX 893;€ 2 050;2020.08.03;;;;;
24;;SPAR HU;CASAS ROYES;CASAS ROYES;SPAR HU;MONDAY NIGHT;;;;;;;;;2020.07.30;LERIDA;H200;KUONI;NCC 646 / WAH 833;€ 2 300;2020.08.02;;;;;
3;;PARAGUAYO 5KG;FRUBALMED;GHU;ALDI;THURSDAY UP LERIDA;;€ 0,85;;;;;166/AL20;;2020.07.30;LERIDA;H200;KUONI;NCC 646 / WAH 833;€ 2 300;2020.08.02;;;;;
;4;NECTARINA 10KG;FRUBALMED;GHU;ALDI;THURSDAY UP LERIDA;;€ 0,55;;KG;;;166/AL20;;2020.07.30;LERIDA;H200;KUONI;NCC 646 / WAH 833;€ 2 300;2020.08.02;;;;;
;2;PEACH RED 10KG;FRUBALMED;GHU;ALDI;THURSDAY UP LERIDA;;€ 0,50;;KG;;;165/AL20;1;2020.07.30;LERIDA;GHU 366;KÓNYA;RVT-985 / WDA 626;€ 2 400;2020.08.02;;;;;
;3;APRICOT STD;FRUBALMED;GHU;PARTNERLOG;THURSDAY UP LERIDA;;€ 0,90;;KG;;;165/AL20;1;2020.07.30;LERIDA;GHU 366;KÓNYA;RVT-985 / WDA 626;€ 2 400;2020.08.02;;;;;
;3;PARAGUAYO STD;FRUBALMED;GHU;GHUBU/ZSOLTI;THURSDAY UP LERIDA;;€ 0,55;;KG;;;165/AL20;1;2020.07.30;LERIDA;GHU 366;KÓNYA;RVT-985 / WDA 626;€ 2 400;2020.08.02;;;;;
2;;PLATERINA STD;FRUBALMED;GHU;ALDI;THURSDAY UP LERIDA;;€ 0,90;;KG;;;167/AL20;1;2020.07.30;LERIDA;GHU 366;KÓNYA;RVT-985 / WDA 626;€ 2 400;2020.08.02;;;;;
4;;PARAGUAYO 5KG;FRUBALMED;GHU;ALDI;THURSDAY UP LERIDA;;€ 0,85;;KG;;;165/AL20;1;2020.07.30;LERIDA;GHU 366;KÓNYA;RVT-985 / WDA 626;€ 2 400;2020.08.02;;;;;
3;;PEAR LIMONERA;FRUBALMED;GHU;ALDI;THURSDAY UP LERIDA;;€ 0,95;;KG;;;165/AL20;1;2020.07.30;LERIDA;GHU 366;KÓNYA;RVT-985 / WDA 626;€ 2 400;2020.08.02;;;;;
1;;RASPBERRY 12X125GR;FRESSAN;GHU;ALDI;FRIDAY UP BARCELONA;;;€ 7,50;KG;€ 8,50;;CMR;2;2020.07.30;LERIDA;GHU 366;KÓNYA;RVT-985 / WDA 626;€ 2 400;2020.08.02;;;;;
2;;LEMON 10X400GR;AXARFRUIT;GHU;SPAR HU;FRIDAY UP BARCELONA;;;€ 0,68;PZS;€ 8,50;;5330;3;2020.07.30;LERIDA;GHU 366;KÓNYA;RVT-985 / WDA 626;€ 2 400;2020.08.02;;;;;
;2;APRICOT LOOSE;KOPFSALAT;GHU;;;;;;;;;;;2020.07.30;LERIDA;GHU 366;KÓNYA;RVT-985 / WDA 626;€ 2 400;2020.08.02;;;;;
;1;LEMON;KOPFSALAT;GHU;;;;;;;;;;;2020.07.30;LERIDA;GHU 366;KÓNYA;RVT-985 / WDA 626;€ 2 400;2020.08.02;;;;;
;1;WATERMELON;KOPFSALAT;GHU;;;;;;;;;;;2020.07.30;LERIDA;GHU 366;KÓNYA;RVT-985 / WDA 626;€ 2 400;2020.08.02;;;;;
;3;PLATERINA STD;KOPFSALAT;GHU;;;;;;;;;;;2020.07.30;LERIDA;GHU 366;KÓNYA;RVT-985 / WDA 626;€ 2 400;2020.08.02;;;;;
