N° Euro Palets;N° Normal Palets;Products;Reference;Customer;Destination;Comment;Gross weight (kg);Price (EUR);Price BCN (EUR);Unit;Reloading/plt;Transport BCN/plt;Albarán N°;Car n.;Loading date;Loading place;Order number;Transport company;Plate number;Transport price;Arrival date;Invoice N°;Invoice amount;Payment date;Open invoices;Paid invoices;;;;;;;;;;;
0,5;;SPAR HU BICSKE 133/B;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 133/B;MONDAY NIGHT;;;;;;;;;2021.02.12;BARCELONA;LOG107;HRT;BH 36 AXD / B 504 AYD;€ 2 300;2021.02.15;;;;;;;;;;;;;;;;
10;1;SPAR SLO 011;KOPFSALAT;KOPFSALAT;SPAR SLO 011;MONDAY MORNING;;;;;;;;;2021.02.12;BARCELONA;LOG108;SERGIO;SB 64 COD / R 0617 BCW;€ 2 600;2021.02.15;;;;;;;;;;;;;;;;
10;;SPAR SLO;AGESCO;AGESCO;SPAR SLO;MONDAY MORNING;;;;;;;;;2021.02.12;BARCELONA;LOG108;SERGIO;SB 64 COD / R 0617 BCW;€ 2 600;2021.02.15;;;;;;;;;;;;;;;;
1;;SPAR SLO;EUROCASTELL;EUROCASTELL;SPAR SLO;MONDAY MORNING;;;;;€ 8,50;;;;2021.02.12;BARCELONA;LOG108;SERGIO;SB 64 COD / R 0617 BCW;€ 2 600;2021.02.15;;;;;;;;;;;;;;;;
9;;SPAR HU ÜLLŐ 134;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 134;MONDAY NIGHT;;;;;;;;;2021.02.12;BARCELONA;LOG108;SERGIO;SB 64 COD / R 0617 BCW;€ 2 600;2021.02.15;;;;;;;;;;;;;;;;
12;;SPAR CRO 61;KOPFSALAT;KOPFSALAT;SPAR CRO 61;MONDAY MORNING;;;;;;;;;2021.02.12;BARCELONA;LOG109;KÓNYA;RCG 082 / WEW 306;€ 2 200;2021.02.15;;;;;;;;;;;;;;;;
4;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;MONDAY MORNING;;;;;;;;;2021.02.12;BARCELONA;LOG109;KÓNYA;RCG 082 / WEW 306;€ 2 200;2021.02.15;;;;;;;;;;;;;;;;
7;;SPAR CRO;GRUPO NATURAL;GRUPO NATURAL;SPAR CRO;MONDAY MORNING;;;;;;;;;2021.02.12;BARCELONA;LOG109;KÓNYA;RCG 082 / WEW 306;€ 2 200;2021.02.15;;;;;;;;;;;;;;;;
1;;SPAR CRO;EUROCASTELL;EUROCASTELL;SPAR CRO;MONDAY MORNING;;;;;;;;;2021.02.12;BARCELONA;LOG109;KÓNYA;RCG 082 / WEW 306;€ 2 200;2021.02.15;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE MA21-002517;EUROCASTELL;EUROCASTELL;SPAR HU BICSKE MA21-002517;MONDAY NIGHT;;;;;;;;;2021.02.12;BARCELONA;LOG109;KÓNYA;RCG 082 / WEW 306;€ 2 200;2021.02.15;;;;;;;;;;;;;;;;
7,6;;TESCO HU 141;KOPFSALAT;KOPFSALAT;TESCO HU 141;TUESDAY;;;;;;;;;2021.02.12;BARCELONA;LOG109;KÓNYA;RCG 082 / WEW 306;€ 2 200;2021.02.15;;;;;;;;;;;;;;;;
0,4;;TESCO HU 141/D;KOPFSALAT;KOPFSALAT;TESCO HU 141/D;TUESDAY;;;;;;;;;2021.02.12;BARCELONA;LOG109;KÓNYA;RCG 082 / WEW 306;€ 2 200;2021.02.15;;;;;;;;;;;;;;;;
7;;SPAR HU ÜLLŐ 134/A;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 134/A;MONDAY NIGHT;;;;;;;;;2021.02.12;BARCELONA;GHU 152;DERBY;RCU 358 / WBH 137;€ 2 500;2021.02.14;;;;;;;;;;;;;;;;
1,5;;SPAR HU BICSKE V/1060;AGESCO;AGESCO;SPAR HU BICSKE V/1060;MONDAY NIGHT;;;;;;;;;2021.02.12;BARCELONA;GHU 152;DERBY;RCU 358 / WBH 137;€ 2 500;2021.02.14;;;;;;;;;;;;;;;;
1,5;;SPAR HU ÜLLŐ V/1059;AGESCO;AGESCO;SPAR HU ÜLLŐ V/1059;MONDAY NIGHT;;;;;;;;;2021.02.12;BARCELONA;GHU 152;DERBY;RCU 358 / WBH 137;€ 2 500;2021.02.14;;;;;;;;;;;;;;;;
1,5;;SPAR HU BICSKE V/1064;AGESCO;AGESCO;SPAR HU BICSKE V/1064;MONDAY NIGHT;;;;;;;;;2021.02.12;BARCELONA;GHU 152;DERBY;RCU 358 / WBH 137;€ 2 500;2021.02.14;;;;;;;;;;;;;;;;
1,5;;SPAR HU ÜLLŐ V/1063;AGESCO;AGESCO;SPAR HU ÜLLŐ V/1063;MONDAY NIGHT;;;;;;;;;2021.02.12;BARCELONA;GHU 152;DERBY;RCU 358 / WBH 137;€ 2 500;2021.02.14;;;;;;;;;;;;;;;;
2;;SPAR HU BICSKE ;EUROCASTELL;EUROCASTELL;SPAR HU BICSKE ;MONDAY NIGHT;;;;;€ 8,50; € -   ;;;2021.02.12;BARCELONA;GHU 152;DERBY;RCU 358 / WBH 137;€ 2 500;2021.02.14;;;;;;;;;;;;;;;;
2;;SPAR HU ÜLLŐ MA21/002518;EUROCASTELL;EUROCASTELL;SPAR HU MA21/002518;MONDAY NIGHT;;;;;€ 8,50; € -   ;;;2021.02.12;BARCELONA;GHU 152;DERBY;RCU 358 / WBH 137;€ 2 500;2021.02.14;;;;;;;;;;;;;;;;
5;;CAPSICUM CORNO WHITE I;FAUS DURA;KOPFSALAT;TESCO 019/STK;FRIDAY UP PERPIGNAN;;€ 1,40;;KG;;;;;2021.02.12;BARCELONA;GHU 152;DERBY;RCU 358 / WBH 137;€ 2 500;2021.02.14;;;;;;;;;;;;;;;;
2;;CAPSICUM PALERMO I;FAUS DURA;GHU;ALDI;FRIDAY UP PERPIGNAN;;€ 1,20;;KG;;;FAU008-0011962, 0011994;2;2021.02.12;BARCELONA;GHU 152;DERBY;RCU 358 / WBH 137;€ 2 500;2021.02.14;;;;;;;;;;;;;;;;
1;;CAPSICUM KAPIA;FAUS DURA;GHU;ALDI;FRIDAY UP PERPIGNAN;;€ 1,20;;KG;;;FAU-0012000;2;2021.02.12;BARCELONA;GHU 152;DERBY;RCU 358 / WBH 137;€ 2 500;2021.02.14;;;;;;;;;;;;;;;;
4;;MANDARINE 10X900GR;FRUBALMED;GHU;ALDI;FRIDAY UP BARCELONA;;;€ 1,00;PZS;€ 8,50; € -   ;FRU074-23/AL21;1;2021.02.12;BARCELONA;GHU 152;DERBY;RCU 358 / WBH 137;€ 2 500;2021.02.14;;;;;;;;;;;;;;;;
;1;CAPSICUM PALERMO (PLASTIC);KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.02.12;BARCELONA;GHU 152;DERBY;RCU 358 / WBH 137;€ 2 500;2021.02.14;;;;;;;;;;;;;;;;
;1;TOM. PEAR M;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.02.12;BARCELONA;GHU 152;DERBY;RCU 358 / WBH 137;€ 2 500;2021.02.14;;;;;;;;;;;;;;;;
;1;CAPSICUM CAL. YELLOW I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.02.12;BARCELONA;GHU 152;DERBY;RCU 358 / WBH 137;€ 2 500;2021.02.14;;;;;;;;;;;;;;;;
;1;TOMATO BUNCH I MM;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2021.02.12;ALMERIA;GHU 153;LIVIU;BH 82 CDL / BH 66 CDL;€ 1 540;2021.02.15;;;;;;;;;;;;;;;;
;1;TOMATO REBELION;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2021.02.12;ALMERIA;GHU 153;LIVIU;BH 82 CDL / BH 66 CDL;€ 1 540;2021.02.15;;;;;;;;;;;;;;;;
5;;TOMATO SAN ROQUE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.02.12;ALMERIA;GHU 153;LIVIU;BH 82 CDL / BH 66 CDL;€ 1 540;2021.02.15;;;;;;;;;;;;;;;;
3;;CUCUMBER DUTCH STD;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.02.12;ALMERIA;GHU 153;LIVIU;BH 82 CDL / BH 66 CDL;€ 1 540;2021.02.15;;;;;;;;;;;;;;;;
3;;AUBERGINE STD;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.02.12;ALMERIA;GHU 153;LIVIU;BH 82 CDL / BH 66 CDL;€ 1 540;2021.02.15;;;;;;;;;;;;;;;;
;15;BILEKLEVI;BILEKLEVI;BILEKLEVI;;;;;;;;;;;2021.02.12;BARCELONA;GHU 155;KÓNYA;SFB 847 / WEH 535;€ 1 015;2021.02.14;;;;;;;;;;;;;;;;
;1;CAPSICUM PALERMO (PLASTIC);KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.02.12;BARCELONA;GHU 155;KÓNYA;SFB 847 / WEH 535;€ 1 015;2021.02.14;;;;;;;;;;;;;;;;
;1;CAPSICUM CAL. YELLOW I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.02.12;BARCELONA;GHU 155;KÓNYA;SFB 847 / WEH 535;€ 1 015;2021.02.14;;;;;;;;;;;;;;;;
;3;LETTUCE ICEBERG 10PZS;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.02.12;BARCELONA;GHU 155;KÓNYA;SFB 847 / WEH 535;€ 1 015;2021.02.14;;;;;;;;;;;;;;;;
;1;COURGETTE PLASTIC;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2021.02.12;BARCELONA;GHU 155;KÓNYA;SFB 847 / WEH 535;€ 1 015;2021.02.14;;;;;;;;;;;;;;;;
;2;LEMON;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2021.02.12;BARCELONA;GHU 155;KÓNYA;SFB 847 / WEH 535;€ 1 015;2021.02.14;;;;;;;;;;;;;;;;
;2;TOM. PEAR MM;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.02.12;BARCELONA;GHU 155;KÓNYA;SFB 847 / WEH 535;€ 1 015;2021.02.14;;;;;;;;;;;;;;;;
;1;CAPSICUM PALERMO I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.02.12;BARCELONA;GHU 155;KÓNYA;SFB 847 / WEH 535;€ 1 015;2021.02.14;;;;;;;;;;;;;;;;
15;;TOMATO SAN ROQUE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.02.13;ALMERIA;GHU 154;KÓNYA;SFB 841 / WDA 630;€ 3 300;2021.02.16;;;;;;;;;;;;;;;;
2;;CAPSICUM SPICY RED PACKAGE 50*50GR;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.02.13;ALMERIA;GHU 154;KÓNYA;SFB 841 / WDA 630;€ 3 300;2021.02.16;;;;;;;;;;;;;;;;
5;;TOM PEAR PACKAGE 10*500GR;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.02.13;ALMERIA;GHU 154;KÓNYA;SFB 841 / WDA 630;€ 3 300;2021.02.16;;;;;;;;;;;;;;;;
;2;CAPSICUM CORNO WHITE II;KOPFSALAT;GHU;;;;;;;;;;;2021.02.13;ALMERIA;GHU 154;KÓNYA;SFB 841 / WDA 630;€ 3 300;2021.02.16;;;;;;;;;;;;;;;;
3;;CUCUMBER DUTCH II;KOPFSALAT;GHU;;;;;;;;;;;2021.02.13;ALMERIA;GHU 154;KÓNYA;SFB 841 / WDA 630;€ 3 300;2021.02.16;;;;;;;;;;;;;;;;
1;;TOM PEAR MM;KOPFSALAT;GHU;;;;;;;;;;;2021.02.13;ALMERIA;GHU 154;KÓNYA;SFB 841 / WDA 630;€ 3 300;2021.02.16;;;;;;;;;;;;;;;;
;1;TOM PEAR STD MM;KOPFSALAT;GHU;;;;;;;;;;;2021.02.13;ALMERIA;GHU 154;KÓNYA;SFB 841 / WDA 630;€ 3 300;2021.02.16;;;;;;;;;;;;;;;;
;1;TOM PEAR STD MMM;KOPFSALAT;GHU;;;;;;;;;;;2021.02.13;ALMERIA;GHU 154;KÓNYA;SFB 841 / WDA 630;€ 3 300;2021.02.16;;;;;;;;;;;;;;;;
;1;TOMATO BUNCH I M;KOPFSALAT;GHU;;;;;;;;;;;2021.02.13;ALMERIA;GHU 154;KÓNYA;SFB 841 / WDA 630;€ 3 300;2021.02.16;;;;;;;;;;;;;;;;
3;;TOMATO BUNCH I 2M;KOPFSALAT;GHU;;;;;;;;;;;2021.02.13;ALMERIA;GHU 156;SERGIO;SB 16 HRM / R 5147 BCB;€ 3 650;2021.02.16;;;;;;;;;;;;;;;;
1;;AUBERGINE II;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.02.13;ALMERIA;GHU 156;SERGIO;SB 16 HRM / R 5147 BCB;€ 3 650;2021.02.16;;;;;;;;;;;;;;;;
3;;CUCUMBER DUTCH STD FILM;KOPFSALAT;GHU;;;;;;;;;;;2021.02.13;ALMERIA;GHU 156;SERGIO;SB 16 HRM / R 5147 BCB;€ 3 650;2021.02.16;;;;;;;;;;;;;;;;
1;;CUCUMBER DUTCH I 18PZS;AGRICOLA GUAINOS;GHU;GHUBU/GHUSZ;SATURDAY UP ALMERIA;;€ 0,90;;KG;€ 0,00; € -   ;AGR015-A-000116-21;5;2021.02.13;ALMERIA;GHU 156;SERGIO;SB 16 HRM / R 5147 BCB;€ 3 650;2021.02.16;;;;;;;;;;;;;;;;
;2;CAPSICUM CAL. RED I;COCO;GHU;ALDI;SATURDAY UP ALMERIA;;€ 1,05;;KG;€ 0,00; € -   ;COC023-A20-202;4;2021.02.13;ALMERIA;GHU 156;SERGIO;SB 16 HRM / R 5147 BCB;€ 3 650;2021.02.16;;;;;;;;;;;;;;;;
1;;BIO CUCUMBER DUTCH 12PZS IFCO;KOPALMERIA;GHU;ALDI;SATURDAY UP ALMERIA;;€ 0,60;;PZS;€ 0,00; € -   ;KOP071-01/002409;1;2021.02.13;ALMERIA;GHU 156;SERGIO;SB 16 HRM / R 5147 BCB;€ 3 650;2021.02.16;;;;;;;;;;;;;;;;
2;;BIO TOM. CHERRY PEAR 9X250GR;KOPALMERIA;GHU;ALDI;SATURDAY UP ALMERIA;;€ 0,89;;PZS;€ 0,00; € -   ;KOP071-01/002409;1;2021.02.13;ALMERIA;GHU 156;SERGIO;SB 16 HRM / R 5147 BCB;€ 3 650;2021.02.16;;;;;;;;;;;;;;;;
1;;CUCUMBER DUTCH STD 14/16PZS;KOPALMERIA;GHU;ALDI;SATURDAY UP ALMERIA;;€ 0,75;;KG;€ 0,00; € -   ;KOP071-01/002410;1;2021.02.13;ALMERIA;GHU 156;SERGIO;SB 16 HRM / R 5147 BCB;€ 3 650;2021.02.16;;;;;;;;;;;;;;;;
;2;CAPSICUM RED STD;KOPALMERIA;GHU;GHUBU/GHUSZ;SATURDAY UP ALMERIA;;€ 0,65;;KG;€ 0,00; € -   ;KOP071-01/002410;1;2021.02.13;ALMERIA;GHU 156;SERGIO;SB 16 HRM / R 5147 BCB;€ 3 650;2021.02.16;;;;;;;;;;;;;;;;
1;;CAPSICUM CAL MIX;KOPALMERIA;GHU;GHUBU/GHUSZ;SATURDAY UP ALMERIA;;€ 0,65;;KG;€ 0,00; € -   ;KOP071-01/002410;1;2021.02.13;ALMERIA;GHU 156;SERGIO;SB 16 HRM / R 5147 BCB;€ 3 650;2021.02.16;;;;;;;;;;;;;;;;
6;;CELERY 6X500GR IFCO;AGESCO;GHU;ALDI;SATURDAY UP MURCIA;;€ 0,43;;PZS;€ 0,00; € -   ;AGE024-V/1072;2;2021.02.13;ALMERIA;GHU 156;SERGIO;SB 16 HRM / R 5147 BCB;€ 3 650;2021.02.16;;;;;;;;;;;;;;;;
;3;ORANGE;FRUBALMED;GHU;;SATURDAY UP VALENCIA;;€ 0,43;;kg;€ 0,00; € -   ;FRU075-25/AL21;3;2021.02.13;ALMERIA;GHU 156;SERGIO;SB 16 HRM / R 5147 BCB;€ 3 650;2021.02.16;;;;;;;;;;;;;;;;
4;;MANDARINE 10X900GR;FRUBALMED;GHU;ALDI;SATURDAY UP VALENCIA;;€ 0,93;;PZS;€ 0,00; € -   ;FRU075-24/AL21;3;2021.02.13;ALMERIA;GHU 156;SERGIO;SB 16 HRM / R 5147 BCB;€ 3 650;2021.02.16;;;;;;;;;;;;;;;;
;1;MANDARINE 10KG;FRUBALMED;GHU;;SATURDAY UP VALENCIA;;€ 0,63;;KG;€ 0,00; € -   ;FRU075-25/AL21;3;2021.02.13;ALMERIA;GHU 156;SERGIO;SB 16 HRM / R 5147 BCB;€ 3 650;2021.02.16;;;;;;;;;;;;;;;;
;2,6;CAPSICUM PALERMO STD;COCO;GHU;ALDI;SATURDAY UP ALMERIA;;€ 0,80;;KG;;;COC024-A20-204;;2021.02.13;ALMERIA;H081;LIVIU;BH 48 CDL / BH 43 CDL;€ 770;2021.02.17;;;;;;;;;;;;;;;;
;1;CAPSICUM CAL. RED I;COCO;GHU;ALDI;SATURDAY UP ALMERIA;;€ 1,05;;KG;;;COC024-A20-204;;2021.02.13;ALMERIA;H081;LIVIU;BH 48 CDL / BH 43 CDL;€ 770;2021.02.17;;;;;;;;;;;;;;;;
;0,4;CAPSICUM CAL RED STD;COCO;GHU;ALDI;SATURDAY UP ALMERIA;;€ 0,70;;KG;;;COC024-A20-204;;2021.02.13;ALMERIA;H081;LIVIU;BH 48 CDL / BH 43 CDL;€ 770;2021.02.17;;;;;;;;;;;;;;;;
;1;CAPSICUM PALERMO I;COCO;GHU;ALDI;SATURDAY UP ALMERIA;;€ 1,40;;KG;;;COC024-A20-204;;2021.02.13;ALMERIA;H081;LIVIU;BH 48 CDL / BH 43 CDL;€ 770;2021.02.17;;;;;;;;;;;;;;;;
24; ;TESCO HU 142;KOPFSALAT;KOPFSALAT;TESCO HU 142;WEDNESDAY;;;;;;;;;2021.02.13;ALMERIA;LOG110;KERMOR;PVN 819 / WBL 720;€ 3 400;2021.02.17;;;;;;;;;;;;;;;;
9;;TESCO HU 143/A;KOPFSALAT;KOPFSALAT;TESCO HU 143/A;THURSDAY;;;;;;;;;2021.02.13;ALMERIA;LOG110;KERMOR;PVN 819 / WBL 720;€ 3 400;2021.02.17;;;;;;;;;;;;;;;;
15;;SPAR HU BICSKE 135;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 135;WEDNESDAY NIGHT;;;;;;;;;2021.02.13;ALMERIA;LOG111;SERGIO;SB 47 COD / R 0615 BCW;€ 3 700;2021.02.17;;;;;;;;;;;;;;;;
18;;SPAR HU ÜLLŐ 136;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 136;WEDNESDAY NIGHT;;;;;;;;;2021.02.13;ALMERIA;LOG111;SERGIO;SB 47 COD / R 0615 BCW;€ 3 700;2021.02.17;;;;;;;;;;;;;;;;
6;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;WEDNESDAY MORNING;;;;;;;;;2021.02.13;MURCIA;LOG112;SCANTRANS;SJY 110 / WCD 834;€ 3 000;2021.02.17;;;;;;;;;;;;;;;;
12;;SPAR HU BICSKE V/1093;AGESCO;AGESCO;SPAR HU BICSKE V/1093;WEDNESDAY NIGHT;;;;;;;;;2021.02.13;MURCIA;LOG112;SCANTRANS;SJY 110 / WCD 834;€ 3 000;2021.02.17;;;;;;;;;;;;;;;;
15;;SPAR HU ÜLLŐ V/1092;AGESCO;AGESCO;SPAR HU ÜLLŐ V/1092;WEDNESDAY NIGHT;;;;;;;;;2021.02.13;MURCIA;LOG112;SCANTRANS;SJY 110 / WCD 834;€ 3 000;2021.02.17;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE V/1089;AGESCO;AGESCO;SPAR HU BICSKE V/1089;WEDNESDAY NIGHT;;;;;;;;;2021.02.15;BARCELONA;LOG113;IMANOV;NSE 948 / WBG 947;€ 2 300;2021.02.17;;;;;;;;;;;;;;;;
1;;SPAR HU ÜLLŐ V/1088;AGESCO;AGESCO;SPAR HU ÜLLŐ V/1088;WEDNESDAY NIGHT;;;;;;;;;2021.02.15;BARCELONA;LOG113;IMANOV;NSE 948 / WBG 947;€ 2 300;2021.02.17;;;;;;;;;;;;;;;;
7;;SPAR HU BICSKE V/1091;AGESCO;AGESCO;SPAR HU BICSKE V/1091;WEDNESDAY NIGHT;;;;;;;;;2021.02.15;BARCELONA;LOG113;IMANOV;NSE 948 / WBG 947;€ 2 300;2021.02.17;;;;;;;;;;;;;;;;
9;;SPAR HU ÜLLŐ V/1090;AGESCO;AGESCO;SPAR HU ÜLLŐ V/1090;WEDNESDAY NIGHT;;;;;;;;;2021.02.15;BARCELONA;LOG113;IMANOV;NSE 948 / WBG 947;€ 2 300;2021.02.17;;;;;;;;;;;;;;;;
12;;TESCO HU 143;KOPFSALAT;KOPFSALAT;TESCO HU 143;THURSDAY;;;;;;;;;2021.02.15;BARCELONA;LOG113;IMANOV;NSE 948 / WBG 947;€ 2 300;2021.02.17;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE MA21-002517;EUROCASTELL;EUROCASTELL;SPAR HU BICSKE MA21-002517;WEDNESDAY NIGHT;;;;;€ 8,50;;;;2021.02.15;BARCELONA;LOG113;IMANOV;NSE 948 / WBG 947;€ 2 300;2021.02.17;;;;;;;;;;;;;;;;
2;;SPAR HU ÜLLŐ MA21-002118;EUROCASTELL;EUROCASTELL;SPAR HU ÜLLŐ MA21-002518;WEDNESDAY NIGHT;;;;;€ 8,50;;;;2021.02.15;BARCELONA;LOG113;IMANOV;NSE 948 / WBG 947;€ 2 300;2021.02.17;;;;;;;;;;;;;;;;
10;;SPAR CRO 62;KOPFSALAT;KOPFSALAT;SPAR CRO 62;WEDNESDAY MORNING;;;;;;;;;2021.02.15;BARCELONA;H082;KÓNYA;RCG 082 / WCK 439;€ 2 200;2021.02.17;;;;;;;;;;;;;;;;
3;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;WEDNESDAY MORNING;;;;;;;;;2021.02.15;BARCELONA;H082;KÓNYA;RCG 082 / WCK 439;€ 2 200;2021.02.17;;;;;;;;;;;;;;;;
4;;SPAR CRO;GRUPO NATURAL;GRUPO NATURAL;SPAR CRO;WEDNESDAY MORNING;;;;;;;;;2021.02.15;BARCELONA;H082;KÓNYA;RCG 082 / WCK 439;€ 2 200;2021.02.17;;;;;;;;;;;;;;;;
2;;SPAR CRO;EUROCASTELL;EUROCASTELL;SPAR CRO;WEDNESDAY MORNING;;;;;€ 8,50;;;;2021.02.15;BARCELONA;H082;KÓNYA;RCG 082 / WCK 439;€ 2 200;2021.02.17;;;;;;;;;;;;;;;;
3;;SPAR HU ÜLLŐ 136/A;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 136/A;WEDNESDAY NIGHT;;;;;;;;;2021.02.15;BARCELONA;H082;KÓNYA;RCG 082 / WCK 439;€ 2 200;2021.02.17;;;;;;;;;;;;;;;;
1;;SPAR HU BICSKE 135/A;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 135/A;WEDNESDAY NIGHT;;;;;;;;;2021.02.15;BARCELONA;H082;KÓNYA;RCG 082 / WCK 439;€ 2 200;2021.02.17;;;;;;;;;;;;;;;;
2;;SPAR HU BICSKE V/1085;AGESCO;AGESCO;SPAR HU BICSKE V/1085;WEDNESDAY NIGHT;;;;;;;;;2021.02.15;BARCELONA;H082;KÓNYA;RCG 082 / WCK 439;€ 2 200;2021.02.17;;;;;;;;;;;;;;;;
3;;SPAR HU ÜLLŐ V/1084;AGESCO;AGESCO;SPAR HU ÜLLŐ V/1084;WEDNESDAY NIGHT;;;;;;;;;2021.02.15;BARCELONA;H082;KÓNYA;RCG 082 / WCK 439;€ 2 200;2021.02.17;;;;;;;;;;;;;;;;
2;;SPAR HU BICSKE V/1087;AGESCO;AGESCO;SPAR HU BICSKE V/1087;WEDNESDAY NIGHT;;;;;;;;;2021.02.15;BARCELONA;H082;KÓNYA;RCG 082 / WCK 439;€ 2 200;2021.02.17;;;;;;;;;;;;;;;;
2;;SPAR HU ÜLLŐ V/1086;AGESCO;AGESCO;SPAR HU ÜLLŐ V/1086;WEDNESDAY NIGHT;;;;;;;;;2021.02.15;BARCELONA;H082;KÓNYA;RCG 082 / WCK 439;€ 2 200;2021.02.17;;;;;;;;;;;;;;;;
1;;BIO LEMON 10*400GR;AXARFRUIT;GHU;SPAR HU;MONDAY UP BARCELONA;;;€ 0,55;PZS;€ 8,50; € -   ;AXA032-001251;;2021.02.15;BARCELONA;H082;KÓNYA;RCG 082 / WCK 439;€ 2 200;2021.02.17;;;;;;;;;;;;;;;;
;6;BILEKLEVI;BILEKLEVI;BILEKLEVI;;;;;;;;;;;2021.02.15;BARCELONA;GHU 157;BVT;RYE 240 / WDH 532;€ 1 400;2021.02.17;;;;;;;;;;;;;;;;
;0,9;TOMATO LONGLIFE M;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2021.02.15;BARCELONA;GHU 157;BVT;RYE 240 / WDH 532;€ 1 400;2021.02.17;;;;;;;;;;;;;;;;
;0,1;TOMATO BUNCH I MM;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2021.02.15;BARCELONA;GHU 157;BVT;RYE 240 / WDH 532;€ 1 400;2021.02.17;;;;;;;;;;;;;;;;
;1;CAPSICUM PALERMO PLASTIC;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.02.15;BARCELONA;GHU 157;BVT;RYE 240 / WDH 532;€ 1 400;2021.02.17;;;;;;;;;;;;;;;;
;2;LETTUCE ICEBERG 10PZS;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2021.02.15;BARCELONA;GHU 157;BVT;RYE 240 / WDH 532;€ 1 400;2021.02.17;;;;;;;;;;;;;;;;
;1;MANGO;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2021.02.15;BARCELONA;GHU 157;BVT;RYE 240 / WDH 532;€ 1 400;2021.02.17;;;;;;;;;;;;;;;;
;3;CAPSICUM CAL. RED I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.02.15;BARCELONA;GHU 157;BVT;RYE 240 / WDH 532;€ 1 400;2021.02.17;;;;;;;;;;;;;;;;
;1;TOM. PEAR MM;KOPFSALAT;GHU;ZSOLTI;;;;;;;;;;2021.02.15;BARCELONA;GHU 157;BVT;RYE 240 / WDH 532;€ 1 400;2021.02.17;;;;;;;;;;;;;;;;
1;;CAPSICUM PALERMO STD;KOPFSALAT;GHU;ALDI;;;;;;;;;;2021.02.15;BARCELONA;GHU 157;BVT;RYE 240 / WDH 532;€ 1 400;2021.02.17;;;;;;;;;;;;;;;;
;2;CUCUMBER DUTCH II;KOPFSALAT;GHU;ZSOLTI;;;;;;;;;;2021.02.15;BARCELONA;GHU 157;BVT;RYE 240 / WDH 532;€ 1 400;2021.02.17;;;;;;;;;;;;;;;;
;1;TOM. PEAR M;KOPFSALAT;GHU;GHUBU/GHUSZ;;;;;;;;;;2021.02.15;BARCELONA;GHU 157;BVT;RYE 240 / WDH 532;€ 1 400;2021.02.17;;;;;;;;;;;;;;;;
;1;LEMON;KOPFSALAT;GHU;ZSOLTI;;;;;;;;;;2021.02.15;BARCELONA;GHU 157;BVT;RYE 240 / WDH 532;€ 1 400;2021.02.17;;;;;;;;;;;;;;;;
;1;MANDARINE;KOPFSALAT;GHU;ZSOLTI;;;;;;;;;;2021.02.15;BARCELONA;GHU 157;BVT;RYE 240 / WDH 532;€ 1 400;2021.02.17;;;;;;;;;;;;;;;;
;1;CUCUMBER DUTCH I 12PZS;KOPALMERIA;VEGS&BAGS;VEGS&BAGS;TUESDAY UP ALMERIA;;€ 0,85;;KG;;;;;2021.02.16;ALMERIA;GHU 158;KÓNYA;NUS 386 / WEH 574;€ 3 300;2021.02.19;;;;;;;;;;;;;;;;
