N° Euro Palets;N° Normal Palets;Products;Reference;Customer;Destination;Comment;Gross weight (kg);Price (EUR);Price BCN (EUR);Unit;Reloading/plt;Transport BCN/plt;Albarán N°;Car n.;Loading date;Loading place;Order number;Transport company;Plate number;Transport price;Arrival date;Invoice N°;Invoice amount;Payment date;Open invoices;Paid invoices;;;;;;;;;;;
5;;SPAR CRO;CALIFORNIA;CALIFORNIA;SPAR CRO 2994;FRIDAY MORNING;;;;;€ 15,32; € 15,00 ;VEEMEE;;2020.09.05;NAPOLI;H001;KÓNYA;RRJ 470 / WDA 627;€ 1 800;2020.09.07;;;; -   € ;   ;;;;;;;;;;;
;10;LEMON;CALIFORNIA;GHU;ALDI;;;;;;;;CAL001-133/2020;;2020.09.05;NAPOLI;H001;KÓNYA;RRJ 470 / WDA 627;€ 1 800;2020.09.07;;;; -   € ;   ;;;;;;;;;;;
1;;SPAR HU BICSKE ;AGESCO;AGESCO;SPAR HU BICSKE ;THURSDAY NIGHT;;;;;;;;;2020.09.08;BARCELONA;GHU 004;LIVIU;BH86CDL / BH37CDL;€ 300;2020.09.10;;;; -   € ;   ;;;;;;;;;;;
1;;SPAR HU ÜLLŐ ;AGESCO;AGESCO;SPAR HU ÜLLŐ ;THURSDAY NIGHT;;;;;;;;;2020.09.08;BARCELONA;GHU 004;LIVIU;BH86CDL / BH37CDL;€ 300;2020.09.10;;;; -   € ;   ;;;;;;;;;;;
;2;PARAGUAYO LOOSE;KOPFSALAT;GHU;ALDI;E200909451A6838;;;;;;;;;2020.09.08;BARCELONA;GHU 004;LIVIU;BH86CDL / BH37CDL;€ 300;2020.09.10;;;; -   € ;   ;;;;;;;;;;;
;14;KÓNYA;KÓNYA;KÓNYA;;;;;;;;;;;2020.09.10;BARCELONA;GHU 005;KÓNYA;RSJ 406 / WEH 573;€ 1 200;2020.09.13;;;; -   € ;   ;;;;;;;;;;;
1;;SPAR HU BICSKE 003;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 003;MONDAY NIGHT;;;;;;;;;2020.09.10;BARCELONA;GHU 005;KÓNYA;RSJ 406 / WEH 573;€ 1 200;2020.09.13;;;; -   € ;   ;;;;;;;;;;;
1;;SPAR HU ÜLLŐ 004;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 004;MONDAY NIGHT;;;;;;;;;2020.09.10;BARCELONA;GHU 005;KÓNYA;RSJ 406 / WEH 573;€ 1 200;2020.09.13;;;; -   € ;   ;;;;;;;;;;;
1;;MANGO STD;AXARFRUIT;GHU;PARTNERLOG/GHUBU;THURSDAY UP BARCELONA;;;€ 1,00;CAJA;€ 8,00;;AXA002-6758;2;2020.09.10;BARCELONA;GHU 005;KÓNYA;RSJ 406 / WEH 573;€ 1 200;2020.09.13;;;; -   € ;   ;;;;;;;;;;;
1;;AVOCADO STD;AXARFRUIT;GHU;PARTNERLOG/GHUBU;THURSDAY UP BARCELONA;;;€ 1,30;KG;€ 8,00;;AXA002-6758;2;2020.09.10;BARCELONA;GHU 005;KÓNYA;RSJ 406 / WEH 573;€ 1 200;2020.09.13;;;; -   € ;   ;;;;;;;;;;;
5;;POMEGRANADE 16PZS;FRUBALMED;GHU;ALDI;THURSDAY UP TARRAGONA;;€ 4,50;;CAJA;;;FRU003-202/AL20;1;2020.09.10;BARCELONA;GHU 005;KÓNYA;RSJ 406 / WEH 573;€ 1 200;2020.09.13;;;; -   € ;   ;;;;;;;;;;;
1;;POMEGRANADE 12PZS - 3.5kg;EXQUISITE;GHU;ALDI;THURSDAY UP VALENCIA;;€ 5,00;;CAJA;;;EXQ01 - 202256;3;2020.09.10;BARCELONA;GHU 005;KÓNYA;RSJ 406 / WEH 573;€ 1 200;2020.09.13;;;; -   € ;   ;;;;;;;;;;;
1;;POMEGRANADE 16PZS - 3.5kg;EXQUISITE;GHU;ALDI;THURSDAY UP VALENCIA;;€ 4,80;;CAJA;;;EXQ01 - 202256;3;2020.09.10;BARCELONA;GHU 005;KÓNYA;RSJ 406 / WEH 573;€ 1 200;2020.09.13;;;; -   € ;   ;;;;;;;;;;;
;1;APRICOT LOOSE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.09.10;BARCELONA;GHU 005;KÓNYA;RSJ 406 / WEH 573;€ 1 200;2020.09.13;;;; -   € ;   ;;;;;;;;;;;
;1;PEAR LIMONERA 10KG;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.09.10;BARCELONA;GHU 005;KÓNYA;RSJ 406 / WEH 573;€ 1 200;2020.09.13;;;; -   € ;   ;;;;;;;;;;;
;1;POMEGRANATE;KOPFSALAT;GHU;GHUBU/ZSOLTI;;;;;;;;;;2020.09.10;BARCELONA;GHU 005;KÓNYA;RSJ 406 / WEH 573;€ 1 200;2020.09.13;;;; -   € ;   ;;;;;;;;;;;
4;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;MONDAY MORNING;;;;;;;;;2020.09.10;LERIDA;LOG003;KÓNYA;RSJ 410 / WEH 571;€ 2 400;2020.09.14;;;; -   € ;   ;;;;;;;;;;;
1;;SPAR CRO 001;KOPFSALAT;KOPFSALAT;SPAR CRO 001;MONDAY MORNING;;;;;;;;;2020.09.10;LERIDA;LOG003;KÓNYA;RSJ 410 / WEH 571;€ 2 400;2020.09.14;;;; -   € ;   ;;;;;;;;;;;
2;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;MONDAY MORNING;;;;;;;;;2020.09.10;LERIDA;LOG003;KÓNYA;RSJ 410 / WEH 571;€ 2 400;2020.09.14;;;; -   € ;   ;;;;;;;;;;;
5;;SPAR HU BICSKE;CASAS ROYES;CASAS ROYES;SPAR HU BICSKE;MONDAY NIGHT;;;;;;;;;2020.09.10;LERIDA;LOG003;KÓNYA;RSJ 410 / WEH 571;€ 2 400;2020.09.14;;;; -   € ;   ;;;;;;;;;;;
6;;SPAR HU ÜLLŐ ;CASAS ROYES;CASAS ROYES;SPAR HU ÜLLŐ ;MONDAY NIGHT;;;;;;;;;2020.09.10;LERIDA;LOG003;KÓNYA;RSJ 410 / WEH 571;€ 2 400;2020.09.14;;;; -   € ;   ;;;;;;;;;;;
8;;TESCO HU 007A-8A-9;KOPFSALAT;KOPFSALAT;TESCO HU 007A-8A-9;SUNDAY ;;;;;;;AGESCO 179;;2020.09.10;LERIDA;LOG003;KÓNYA;RSJ 410 / WEH 571;€ 2 400;2020.09.14;;;; -   € ;   ;;;;;;;;;;;
5;;SPAR HU;AGESCO;AGESCO;SPAR HU ;MONDAY NIGHT;;;;;;;;;2020.09.10;LERIDA;LOG003;KÓNYA;RSJ 410 / WEH 571;€ 2 400;2020.09.14;;;; -   € ;   ;;;;;;;;;;;
1;;SPAR HU BICSKE 003/A;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 003/A;MONDAY NIGHT;;;;;;;;;2020.09.10;LERIDA;LOG003;KÓNYA;RSJ 410 / WEH 571;€ 2 400;2020.09.14;;;; -   € ;   ;;;;;;;;;;;
1;;SPAR HU ÜLLŐ 004/A;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 004/A;MONDAY NIGHT;;;;;;;;;2020.09.10;LERIDA;LOG003;KÓNYA;RSJ 410 / WEH 571;€ 2 400;2020.09.14;;;; -   € ;   ;;;;;;;;;;;
6;;TESCO HU 007-8;KOPFSALAT;KOPFSALAT;TESCO HU 007-8;SUNDAY ;;;;;;;KOPFSALAT;;2020.09.11;LERIDA;H002;KÓNYA;RRJ 471 / WEH 535;€ 800;2020.09.13;;;; -   € ;   ;;;;;;;;;;;
1;;SPAR HU ÜLLŐ ;CASAS ROYES;CASAS ROYES;SPAR HU ÜLLŐ ;MONDAY NIGHT;;;;;;;;;2020.09.11;LERIDA;H002;KÓNYA;RRJ 471 / WEH 535;€ 800;2020.09.13;;;; -   € ;   ;;;;;;;;;;;
;1;TOM CHERRY;HORTICHUELAS;SZENTESI;SZENTESI;FRIDAY UP PERPIGNAN;;;;;;;;;2020.09.11;LERIDA;H002;KÓNYA;RRJ 471 / WEH 535;€ 800;2020.09.13;;;; -   € ;   ;;;;;;;;;;;
4;;PEAR LIMONERA 6KG;FRUBALMED;GHU;ALDI;THURSDAY UP LERIDA;;€ 0,95;;KG;;;FRU004-201/AL20;;2020.09.11;LERIDA;H002;KÓNYA;RRJ 471 / WEH 535;€ 800;2020.09.13;;;; -   € ;   ;;;;;;;;;;;
12;;TESCO HU 010-11-12;KOPFSALAT;KOPFSALAT;TESCO HU 010-11-12;WEDNESDAY;;;;;;;AGESCO 184 + KOPFSALAT;;2020.09.12;LERIDA;H003;KUONI;RZR 012 / WBZ 417;€ 2 300;2020.09.15;;;; -   € ;   ;;;;;;;;;;;
11;;SPAR HU;CASAS ROYES;CASAS ROYES;SPAR HU;WEDNESDAY NIGHT;;;;;;;;;2020.09.12;LERIDA;H003;KUONI;RZR 012 / WBZ 417;€ 2 300;2020.09.15;;;; -   € ;   ;;;;;;;;;;;
6;;PEACH RED 7KG A;FRUBALMED;GHU;ALDI;SATURDAY UP LLERIDA;;€ 1,20;;KG;;;FRU005-203/AL20;;2020.09.12;LERIDA;H003;KUONI;RZR 012 / WBZ 417;€ 2 300;2020.09.15;;;; -   € ;   ;;;;;;;;;;;
3;;PEACH RED 7KG B;FRUBALMED;GHU;ALDI;SATURDAY UP LLERIDA;;€ 1,10;;KG;;;FRU005-203/AL20;;2020.09.12;LERIDA;H003;KUONI;RZR 012 / WBZ 417;€ 2 300;2020.09.15;;;; -   € ;   ;;;;;;;;;;;
1;;PEAR LIMONERA 15KG;FRUBALMED;GHU;ALDI;SATURDAY UP LLERIDA;;€ 0,85;;KG;;;FRU005-203/AL20;;2020.09.12;LERIDA;H003;KUONI;RZR 012 / WBZ 417;€ 2 300;2020.09.15;;;; -   € ;   ;;;;;;;;;;;
4;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;WEDNESDAY MORNING;;;;;;;;;2020.09.14;LERIDA;GHU 006;KÓNYA;RSJ 405 / WCK 439;€ 2 400;2020.09.16;;;; -   € ;   ;;;;;;;;;;;
4;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;FRIDAY MORNING;;;;;;;;;2020.09.14;LERIDA;GHU 006;KÓNYA;RSJ 405 / WCK 439;€ 2 400;2020.09.16;;;; -   € ;   ;;;;;;;;;;;
1;;SPAR CRO ;KOPFSALAT;KOPFSALAT;SPAR CRO ;WEDNESDAY MORNING;;;;;;;;;2020.09.14;LERIDA;GHU 006;KÓNYA;RSJ 405 / WCK 439;€ 2 400;2020.09.16;;;; -   € ;   ;;;;;;;;;;;
1;;SPAR CRO ;KOPFSALAT;KOPFSALAT;SPAR CRO;FRIDAY MORNING;;;;;;;;;2020.09.14;LERIDA;GHU 006;KÓNYA;RSJ 405 / WCK 439;€ 2 400;2020.09.16;;;; -   € ;   ;;;;;;;;;;;
2;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;WEDNESDAY MORNING;;;;;;;;;2020.09.14;LERIDA;GHU 006;KÓNYA;RSJ 405 / WCK 439;€ 2 400;2020.09.16;;;; -   € ;   ;;;;;;;;;;;
3;;SPAR CRO;GRUPO NATURAL;GRUPO NATURAL;SPAR CRO;WEDNESDAY MORNING;;;;;;;;;2020.09.14;LERIDA;GHU 006;KÓNYA;RSJ 405 / WCK 439;€ 2 400;2020.09.16;;;; -   € ;   ;;;;;;;;;;;
3;;SPAR CRO;GRUPO NATURAL;GRUPO NATURAL;SPAR CRO;FRIDAY MORNING;;;;;;;;;2020.09.14;LERIDA;GHU 006;KÓNYA;RSJ 405 / WCK 439;€ 2 400;2020.09.16;;;; -   € ;   ;;;;;;;;;;;
1;;SPAR HU BICSKE ;AGESCO;AGESCO;SPAR HU BICSKE ;WEDNESDAY NIGHT;;;;;;;;;2020.09.14;LERIDA;GHU 006;KÓNYA;RSJ 405 / WCK 439;€ 2 400;2020.09.16;;;; -   € ;   ;;;;;;;;;;;
3;;SPAR HU ÜLLŐ;AGESCO;AGESCO;SPAR HU ÜLLŐ;WEDNESDAY NIGHT;;;;;;;;;2020.09.14;LERIDA;GHU 006;KÓNYA;RSJ 405 / WCK 439;€ 2 400;2020.09.16;;;; -   € ;   ;;;;;;;;;;;
1;;SPAR HU BICSKE 005;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 005;WEDNESDAY NIGHT;;;;;;;;;2020.09.14;LERIDA;GHU 006;KÓNYA;RSJ 405 / WCK 439;€ 2 400;2020.09.16;;;; -   € ;   ;;;;;;;;;;;
1;;SPAR HU ÜLLŐ 006;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 006;WEDNESDAY NIGHT;;;;;;;;;2020.09.14;LERIDA;GHU 006;KÓNYA;RSJ 405 / WCK 439;€ 2 400;2020.09.16;;;; -   € ;   ;;;;;;;;;;;
3;;SPAR HU BICSKE;CASAS ROYES;CASAS ROYES;SPAR HU BICSKE;WEDNESDAY NIGHT;;;;;;;;;2020.09.14;LERIDA;GHU 006;KÓNYA;RSJ 405 / WCK 439;€ 2 400;2020.09.16;;;; -   € ;   ;;;;;;;;;;;
;1;TOM CHERRY;HORTICHUELAS;SZENTESI;SZENTESI;MONDAY UP BARCELONA;;;;;;;;;2020.09.14;LERIDA;GHU 006;KÓNYA;RSJ 405 / WCK 439;€ 2 400;2020.09.16;;;; -   € ;   ;;;;;;;;;;;
;1;APRICOT;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.09.14;LERIDA;GHU 006;KÓNYA;RSJ 405 / WCK 439;€ 2 400;2020.09.16;;;; -   € ;   ;;;;;;;;;;;
;2;PEAR LIMONERA 10KG;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.09.14;LERIDA;GHU 006;KÓNYA;RSJ 405 / WCK 439;€ 2 400;2020.09.16;;;; -   € ;   ;;;;;;;;;;;
1;;PLUM;KOPFSALAT;GHU;ZSOLTI;;;;;;;;;;2020.09.14;LERIDA;GHU 006;KÓNYA;RSJ 405 / WCK 439;€ 2 400;2020.09.16;;;; -   € ;   ;;;;;;;;;;;
;9;LEMON;GHU;GHU;GAVA POLONIA;;;;;;;;;;2020.09.14;FELSŐPAKONY;EX001;MANEKI;K 2 LJ 66 / KR 5 P 591;€ 700;2020.09.16;;;; -   € ;   ;;;;;;;;;;;
2;;SPAR HU BICSKE ;AGESCO;AGESCO;SPAR HU BICSKE ;MONDAY NIGHT;;;;;;;;;2020.09.17;LERIDA;GHU 007;SERGIO;SB16HRM / R5147BCB;€ 2 400;2020.09.20;;;; -   € ;   ;;;;;;;;;;;
2;;SPAR HU ÜLLŐ ;AGESCO;AGESCO;SPAR HU ÜLLŐ ;MONDAY NIGHT;;;;;;;;;2020.09.17;LERIDA;GHU 007;SERGIO;SB16HRM / R5147BCB;€ 2 400;2020.09.20;;;; -   € ;   ;;;;;;;;;;;
6;;TESCO HU 013;KOPFSALAT;KOPFSALAT;TESCO HU 013;SUNDAY - THURSDAY LERIDA;;;;;;;AGESCO - 194;;2020.09.17;LERIDA;GHU 007;SERGIO;SB16HRM / R5147BCB;€ 2 400;2020.09.20;;;; -   € ;   ;;;;;;;;;;;
5;;TESCO HU 014;KOPFSALAT;KOPFSALAT;TESCO HU 014;MONDAY - THURSDAY LERIDA;;;;;;;AGESCO - 194;;2020.09.17;LERIDA;GHU 007;SERGIO;SB16HRM / R5147BCB;€ 2 400;2020.09.20;;;; -   € ;   ;;;;;;;;;;;
5;;PEAR LIMONERA 6KG;FRUBALMED;GHU;ALDI;THURSDAY UP LERIDA;   ;€ 0,90;;KG;;;FRU007-205/AL20;1;2020.09.17;LERIDA;GHU 007;SERGIO;SB16HRM / R5147BCB;€ 2 400;2020.09.20;;;; -   € ;   ;;;;;;;;;;;
3;;PEACH RED LOOSE 7KG;FRUBALMED;GHU;ALDI;THURSDAY UP LERIDA;;€ 1,20;;KG;;;FRU007-204/AL20;1;2020.09.17;LERIDA;GHU 007;SERGIO;SB16HRM / R5147BCB;€ 2 400;2020.09.20;;;; -   € ;   ;;;;;;;;;;;
;1;PEAR LOOSE;KOPFSALAT;GHU;GHUSZ/ZSOLTI/ALDI;;;;;;;;;;2020.09.17;LERIDA;GHU 007;SERGIO;SB16HRM / R5147BCB;€ 2 400;2020.09.20;;;; -   € ;   ;;;;;;;;;;;
;1;APRICOT LOOSE;KOPFSALAT;GHU;PARTNERLOG/ZSOLTI;;;;;;;;;;2020.09.17;LERIDA;GHU 007;SERGIO;SB16HRM / R5147BCB;€ 2 400;2020.09.20;;;; -   € ;   ;;;;;;;;;;;
;2;PEACH RED LOOSE;KOPFSALAT;GHU;GHUBU/ALDI;;;;;;;;;;2020.09.17;LERIDA;GHU 007;SERGIO;SB16HRM / R5147BCB;€ 2 400;2020.09.20;;;; -   € ;   ;;;;;;;;;;;
;2;LETTUCE ICEBERG 12PZS;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2020.09.17;LERIDA;GHU 007;SERGIO;SB16HRM / R5147BCB;€ 2 400;2020.09.20;;;; -   € ;   ;;;;;;;;;;;
;1;LEMON;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2020.09.17;LERIDA;GHU 007;SERGIO;SB16HRM / R5147BCB;€ 2 400;2020.09.20;;;; -   € ;   ;;;;;;;;;;;
1;;PLUM;KOPFSALAT;GHU;GHUBU/ZSOLTI;;;;;;;;;;2020.09.17;LERIDA;GHU 007;SERGIO;SB16HRM / R5147BCB;€ 2 400;2020.09.20;;;; -   € ;   ;;;;;;;;;;;
2;;SPAR CRO 004;KOPFSALAT;KOPFSALAT;SPAR CRO 004;MONDAY MORNING;;;;;;;;;2020.09.17;LERIDA;GHU 008;KUONI;NUX 983 / WCW 983;€ 2 300;2020.09.21;;;; -   € ;   ;;;;;;;;;;;
6;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;MONDAY MORNING;;;;;;;;;2020.09.17;LERIDA;GHU 008;KUONI;NUX 983 / WCW 983;€ 2 300;2020.09.21;;;; -   € ;   ;;;;;;;;;;;
1;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;MONDAY MORNING;;;;;;;;;2020.09.17;LERIDA;GHU 008;KUONI;NUX 983 / WCW 983;€ 2 300;2020.09.21;;;; -   € ;   ;;;;;;;;;;;
2;;SPAR HU BICSKE 007;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 007;MONDAY NIGHT;;;;;;;;;2020.09.17;LERIDA;GHU 008;KUONI;NUX 983 / WCW 983;€ 2 300;2020.09.21;;;; -   € ;   ;;;;;;;;;;;
2;;SPAR HU ÜLLŐ 008;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 008;MONDAY NIGHT;;;;;;;;;2020.09.17;LERIDA;GHU 008;KUONI;NUX 983 / WCW 983;€ 2 300;2020.09.21;;;; -   € ;   ;;;;;;;;;;;
6;;SPAR HU BICSKE ;CASAS ROYES;CASAS ROYES;SPAR HU BICSKE ;MONDAY NIGHT;;;;;;;;;2020.09.17;LERIDA;GHU 008;KUONI;NUX 983 / WCW 983;€ 2 300;2020.09.21;;;; -   € ;   ;;;;;;;;;;;
9;;SPAR HU ÜLLŐ ;CASAS ROYES;CASAS ROYES;SPAR HU ÜLLŐ ;MONDAY NIGHT;;;;;;;;;2020.09.17;LERIDA;GHU 008;KUONI;NUX 983 / WCW 983;€ 2 300;2020.09.21;;;; -   € ;   ;;;;;;;;;;;
;1;TOM CHERRY;HORTICHUELAS;SZENTESI;SZENTESI;FRIDAY UP BARCELONA;;;;;;;;;2020.09.17;LERIDA;GHU 008;KUONI;NUX 983 / WCW 983;€ 2 300;2020.09.21;;;; -   € ;   ;;;;;;;;;;;
;1;POMEGRANATE 18PZS;KOPFSALAT;GHU;GHUBU;;;;;;;;;;2020.09.17;LERIDA;GHU 008;KUONI;NUX 983 / WCW 983;€ 2 300;2020.09.21;;;; -   € ;   ;;;;;;;;;;;
;2;PEAR LOOSE;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.09.17;LERIDA;GHU 008;KUONI;NUX 983 / WCW 983;€ 2 300;2020.09.21;;;; -   € ;   ;;;;;;;;;;;
4;;POMEGRANATE 16PZS;HISPAGROUP;GHU;ALDI;;;;;;;;HIS001-038/012100005;;2020.09.17;MURCIA;H004;KÓNYA;RSJ 409 / WCG 914;€ 728;2020.09.20;;;; -   € ;   ;;;;;;;;;;;
4;;POMEGRANATE 16PZS;EXQUISITE;GHU;ALDI;;;;;;;;EXQ002- 202287;1;2020.09.17;MURCIA;H004;KÓNYA;RSJ 409 / WCG 914;€ 728;2020.09.20;;;; -   € ;   ;;;;;;;;;;;
5;;TESCO HU 015;KOPFSALAT;KOPFSALAT;TESCO HU 015;TUESDAY;;;;;;;AGESCO -213;;2020.09.18;LERIDA;H006;KÓNYA;RRJ-470 / WEH 572;€ 950;2020.09.20;;;; -   € ;   ;;;;;;;;;;;
8;;POMEGRANATE;FRUBALMED;GHU;;SATURDAY UP TARRAGONA;;;;;;;FRU008-206/AL20;;2020.09.18;LERIDA;H006;KÓNYA;RRJ-470 / WEH 572;€ 950;2020.09.20;;;; -   € ;   ;;;;;;;;;;;
8;;SPAR HU BICSKE ;CASAS ROYES;CASAS ROYES;SPAR HU BICSKE ;WEDNESDAY NIGHT;;;;;;;;;2020.09.19;LERIDA;H005;VASKÓ;SFY 713 / WBJ 023;€ 2 200;2020.09.22;;;; -   € ;   ;;;;;;;;;;;
1;;SPAR HU ÜLLŐ ;CASAS ROYES;CASAS ROYES;SPAR HU ÜLLŐ ;WEDNESDAY NIGHT;;;;;;;;;2020.09.19;LERIDA;H005;VASKÓ;SFY 713 / WBJ 023;€ 2 200;2020.09.22;;;; -   € ;   ;;;;;;;;;;;
5;;TESCO HU 016;KOPFSALAT;KOPFSALAT;TESCO HU 016;WEDNESDAY;;;;;;;AGESCO - 198;;2020.09.19;LERIDA;H005;VASKÓ;SFY 713 / WBJ 023;€ 2 200;2020.09.22;;;; -   € ;   ;;;;;;;;;;;
5;;TESCO HU 017;KOPFSALAT;KOPFSALAT;TESCO HU 017;THURSDAY;;;;;;;AGESCO - 198;;2020.09.19;LERIDA;H005;VASKÓ;SFY 713 / WBJ 023;€ 2 200;2020.09.22;;;; -   € ;   ;;;;;;;;;;;
4;;TESCO HU 018;KOPFSALAT;KOPFSALAT;TESCO HU 018;FRIDAY;;;;;;;AGESCO - 198;;2020.09.19;LERIDA;H005;VASKÓ;SFY 713 / WBJ 023;€ 2 200;2020.09.22;;;; -   € ;   ;;;;;;;;;;;
5;;PEAR I;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA;;;;;;;FRU006-208/AL20;;2020.09.19;LERIDA;H005;VASKÓ;SFY 713 / WBJ 023;€ 2 200;2020.09.22;;;; -   € ;   ;;;;;;;;;;;
5;;PEACH I;FRUBALMED;GHU;ALDI;SATURDAY UP LERIDA;;;;;;;FRU006-207/AL20;;2020.09.19;LERIDA;H005;VASKÓ;SFY 713 / WBJ 023;€ 2 200;2020.09.22;;;; -   € ;   ;;;;;;;;;;;
;3;KÓNYA;KÓNYA;KÓNYA;;;;;;;€ 8,50;;;;2020.09.21;LERIDA;GHU 009;KÓNYA;RSJ 407 / WEH 573;€ 2 098;2020.09.23;;;; -   € ;   ;;;;;;;;;;;
1;;SPAR CRO 005;KOPFSALAT;KOPFSALAT;SPAR CRO 005;WEDNESDAY MORNING;;;;;;;;;2020.09.21;LERIDA;GHU 009;KÓNYA;RSJ 407 / WEH 573;€ 2 098;2020.09.23;;;; -   € ;   ;;;;;;;;;;;
1;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;WEDNESDAY MORNING;;;;;;;;;2020.09.21;LERIDA;GHU 009;KÓNYA;RSJ 407 / WEH 573;€ 2 098;2020.09.23;;;; -   € ;   ;;;;;;;;;;;
6;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;WEDNESDAY MORNING;;;;;;;;;2020.09.21;LERIDA;GHU 009;KÓNYA;RSJ 407 / WEH 573;€ 2 098;2020.09.23;;;; -   € ;   ;;;;;;;;;;;
2;;SPAR HU BICSKE 009;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 009;WEDNESDAY NIGHT;;;;;;;;;2020.09.21;LERIDA;GHU 009;KÓNYA;RSJ 407 / WEH 573;€ 2 098;2020.09.23;;;; -   € ;   ;;;;;;;;;;;
2;;SPAR HU ÜLLŐ 010;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 010;WEDNESDAY NIGHT;;;;;;;;;2020.09.21;LERIDA;GHU 009;KÓNYA;RSJ 407 / WEH 573;€ 2 098;2020.09.23;;;; -   € ;   ;;;;;;;;;;;
10;;SPAR HU ÜLLŐ ;CASAS ROYES;CASAS ROYES;SPAR HU ÜLLŐ ;WEDNESDAY NIGHT;;;;;;;;;2020.09.21;LERIDA;GHU 009;KÓNYA;RSJ 407 / WEH 573;€ 2 098;2020.09.23;;;; -   € ;   ;;;;;;;;;;;
2;;SPAR HU BICSKE ;AGESCO;AGESCO;SPAR HU BICSKE ;WEDNESDAY NIGHT;;;;;;;;;2020.09.21;LERIDA;GHU 009;KÓNYA;RSJ 407 / WEH 573;€ 2 098;2020.09.23;;;; -   € ;   ;;;;;;;;;;;
2;;SPAR HU ÜLLŐ ;AGESCO;AGESCO;SPAR HU ÜLLŐ ;WEDNESDAY NIGHT;;;;;;;;;2020.09.21;LERIDA;GHU 009;KÓNYA;RSJ 407 / WEH 573;€ 2 098;2020.09.23;;;; -   € ;   ;;;;;;;;;;;
;1;TOM CHERRY;HORTICHUELAS;SZENTESI;SZENTESI;MONDAY UP BARCELONA;;;;;€ 8,50;;;;2020.09.21;LERIDA;GHU 009;KÓNYA;RSJ 407 / WEH 573;€ 2 098;2020.09.23;;;; -   € ;   ;;;;;;;;;;;
2;;AUBERGINE I;KOPFSALAT;GHU;ALDI;;;;;;;;;;2020.09.21;LERIDA;GHU 009;KÓNYA;RSJ 407 / WEH 573;€ 2 098;2020.09.23;;;; -   € ;   ;;;;;;;;;;;
1;;SPAR CRO 006;KOPFSALAT;KOPFSALAT;SPAR CRO 006;FRIDAY MORNING;;;;;;;;;2020.09.22;LERIDA;GHU 010;KUONI;NUX 982 / WAH 833;€ 2 300;2020.09.25;;;; -   € ;   ;;;;;;;;;;;
6;;SPAR CRO;CASAS ROYES;CASAS ROYES;SPAR CRO;FRIDAY MORNING;;;;;;;;;2020.09.22;LERIDA;GHU 010;KUONI;NUX 982 / WAH 833;€ 2 300;2020.09.25;;;; -   € ;   ;;;;;;;;;;;
1;;SPAR CRO;AGESCO;AGESCO;SPAR CRO;FRIDAY MORNING;;;;;;;;;2020.09.22;LERIDA;GHU 010;KUONI;NUX 982 / WAH 833;€ 2 300;2020.09.25;;;; -   € ;   ;;;;;;;;;;;
2;;SPAR HU BICSKE 011;KOPFSALAT;KOPFSALAT;SPAR HU BICSKE 011;SATURDAY NIGHT;;;;;;;;;2020.09.22;LERIDA;GHU 010;KUONI;NUX 982 / WAH 833;€ 2 300;2020.09.25;;;; -   € ;   ;;;;;;;;;;;
2;;SPAR HU ÜLLŐ 012;KOPFSALAT;KOPFSALAT;SPAR HU ÜLLŐ 012;SATURDAY NIGHT;;;;;;;;;2020.09.22;LERIDA;GHU 010;KUONI;NUX 982 / WAH 833;€ 2 300;2020.09.25;;;; -   € ;   ;;;;;;;;;;;
4;;SPAR HU BICSKE ;CASAS ROYES;CASAS ROYES;SPAR HU BICSKE ;SATURDAY NIGHT;;;;;;;;;2020.09.22;LERIDA;GHU 010;KUONI;NUX 982 / WAH 833;€ 2 300;2020.09.25;;;; -   € ;   ;;;;;;;;;;;
